cod_ibge,regiao_codigo,regiao_nome,ano,mes,fpm_dest,fundeb_dest,itr_dest,outros_dest,royalties_dest,total
2307700,3,Grande Fortaleza,2023,6,6170318.97,10167620.78,1575.83,7481.48,150408.71,16497405.77
2307809,5,Litoral Norte,2023,6,2399568.5199999996,4774737.85,168.75,2641.57,58492.28,7235608.97
2307908,5,Litoral Norte,2023,6,1371182.02,1769758.03,256.58,2182.72,33424.15,3176803.5
2308005,11,Sertão de Sobral,2023,6,3085159.49,6701261.930000001,78.61,2917.97,75204.36,9864622.36
2308104,1,Cariri,2023,6,3427954.99,6317564.46,59.09,1962.63,83560.39,9831101.56
2308203,11,Sertão de Sobral,2023,6,1713977.5,2458266.69,40.58,2443.19,41780.19,4216508.15
2308302,1,Cariri,2023,6,2399568.5199999996,3405828.44,279.0,1873.12,58492.28,5866041.359999999
2308351,9,Sertão Central,2023,6,1371182.02,1832042.23,32.09,2697.93,33424.15,3239378.42
2308377,6,Litoral Oeste / Vale do Curu,2023,6,1713977.5,1957272.41,46.61,1819.63,41780.19,3714896.34
2308401,1,Cariri,2023,6,2742364.0,5145030.36,31.94,1875.21,66848.31999999999,7956149.830000001
2308500,9,Sertão Central,2023,6,3085159.49,5244386.92,176.07999999999998,3164.75,75204.36,8408091.6
2308609,12,Sertão dos Crateús,2023,6,2056773.01,4057715.68,161.97,2223.77,50136.24,6167010.669999999
2308708,14,Vale do Jaguaribe,2023,6,4113545.99,6330481.109999999,321.15999999999997,6767.0,100272.47,10551387.73
2308807,11,Sertão de Sobral,2023,6,1028386.5,1032873.37,0.0,1716.79,25068.120000000003,2088044.7800000005
2308906,5,Litoral Norte,2023,6,2056773.01,3022250.96,13.13,2492.41,50136.24,5131665.75
2309003,11,Sertão de Sobral,2023,6,1713977.5,2218590.38,0.0,2480.62,41780.19,3976828.69
2309102,7,Maciço do Baturité,2023,6,1371182.02,1328470.65,0.0,2033.89,33424.15,2735110.71
2309201,1,Cariri,2023,6,1713977.5,1839161.77,0.0,2245.0,41780.19,3597164.46
2309300,12,Sertão dos Crateús,2023,6,2742364.0,4672566.3,33.8,2888.19,66848.31999999999,7484700.61
2309409,12,Sertão dos Crateús,2023,6,2399568.5199999996,4310883.45,33.46,2521.05,58492.28,6771498.76
2309458,7,Maciço do Baturité,2023,6,2399568.5199999996,3050996.56,0.24,2114.26,58492.28,5511171.86
2309508,2,Centro Sul,2023,6,2056773.01,2672685.27,20.4,1756.71,50136.24,4781371.63
2309607,3,Grande Fortaleza,2023,6,4456341.4799999995,8431027.73,142.4,5671.05,108647.24,13001829.900000002
2309706,3,Grande Fortaleza,2023,6,4799136.97,8055272.32,493.77,7339.96,778454.1200000001,13640697.14
2309805,7,Maciço do Baturité,2023,6,1371182.02,1704963.51,14.59,1750.92,33424.15,3111335.19
2309904,11,Sertão de Sobral,2023,6,1028386.5,1493129.7,61.58,2665.4,25068.120000000003,2549311.3000000003
2310001,14,Vale do Jaguaribe,2023,6,1028386.5,1131086.52,451.6,1822.67,25068.120000000003,2186815.41
2310100,7,Maciço do Baturité,2023,6,1371182.02,1435553.12,24.56,1989.54,33424.15,2842173.39
2310209,3,Grande Fortaleza,2023,6,2742364.0,5233576.74,1213.94,3367.34,701684.12,8682206.14
2310258,3,Grande Fortaleza,2023,6,2742364.0,4576943.09,28.75,2576.86,67333.31,7389246.01
2310308,13,Sertão dos Inhamuns,2023,6,2742364.0,3785229.97,86.74,2021.57,66848.31999999999,6596550.600000001
2310407,10,Sertão de Canindé,2023,6,1371182.02,1630657.04,44.14,1707.44,33424.15,3037014.79
2310506,9,Sertão Central,2023,6,3085159.49,5123087.47,0.0,2946.19,75204.36,8286397.51
2310605,1,Cariri,2023,6,1028386.5,1170093.83,0.0,2109.74,25068.120000000003,2225658.1900000004
2310704,6,Litoral Oeste / Vale do Curu,2023,6,3085159.49,4855334.02,214.76,3308.18,75204.36,8019220.81
2310803,14,Vale do Jaguaribe,2023,6,1713977.5,3057482.38,133.93,2537.23,41780.19,4815911.23
2310852,3,Grande Fortaleza,2023,6,2056773.01,3306092.6900000004,11.94,2217.56,50136.24,5415231.44
2310902,9,Sertão Central,2023,6,2056773.01,2235982.33,52.260000000000005,2411.41,50136.24,4345355.25
2310951,11,Sertão de Sobral,2023,6,1371182.02,1308132.03,34.1,2556.85,33424.15,2715329.15
2311009,12,Sertão dos Crateús,2023,6,1371182.02,1904583.41,186.06,1906.45,33424.15,3311282.0900000003
2311108,1,Cariri,2023,6,1713977.5,2672741.73,29.5,1481.03,41780.19,4430009.950000001
2311207,1,Cariri,2023,6,1371182.02,1129549.98,0.0,1472.68,33424.15,2535628.83
2311231,14,Vale do Jaguaribe,2023,6,1028386.5,1180933.88,43.48,2546.98,25068.120000000003,2236978.96
2311264,13,Sertão dos Inhamuns,2023,6,2056773.01,3061720.41,34.55,2522.75,50136.24,5171186.96
2311306,9,Sertão Central,2023,6,4799136.97,8572355.92,223.85,3806.5,116984.55,13492507.79
2311355,2,Centro Sul,2023,6,1713977.5,2544562.1799999997,0.0,1777.12,41780.19,4302096.99
2311405,9,Sertão Central,2023,6,4799136.97,9501756.11,717.0,6349.55,116984.55,14424944.18
2311504,14,Vale do Jaguaribe,2023,6,2056773.01,2179073.86,96.98,6601.33,50136.24,4292681.42
2311603,7,Maciço do Baturité,2023,6,2399568.5199999996,3789892.96,21.12,2405.3,58492.28,6250380.18
2311702,11,Sertão de Sobral,2023,6,2056773.01,2682940.15,28.92,2491.02,50136.24,4792369.34
2311801,14,Vale do Jaguaribe,2023,6,4456341.4799999995,8755486.09,190.92,4751.55,108628.51,13325398.55
2311900,2,Centro Sul,2023,6,1713977.5,2300226.24,48.2,2037.34,41780.19,4058069.47
2311959,1,Cariri,2023,6,1713977.5,2925597.68,78.49,2304.1,41780.19,4683737.96
2312007,11,Sertão de Sobral,2023,6,2742364.0,3141024.06,192.06,2558.26,66848.31999999999,5952986.7
2312106,1,Cariri,2023,6,2056773.01,2201133.83,11.6,1573.75,50136.24,4309628.43
2312205,12,Sertão dos Crateús,2023,6,3085159.49,5339555.02,0.0,4125.76,75204.36,8504044.629999999
2312304,8,Serra da Ibiapaba,2023,6,3427954.99,6428230.5,223.85,2994.86,83560.39,9942964.59
2312403,3,Grande Fortaleza,2023,6,3427954.99,7202863.73,260.24,47941.62,85097.65,10764118.23
2312502,14,Vale do Jaguaribe,2023,6,1028386.5,849566.3899999999,0.0,1867.22,25068.120000000003,1904888.23
2312601,3,Grande Fortaleza,2023,6,1371182.02,1189361.08,0.0,1457.87,33424.15,2595425.12
2312700,9,Sertão Central,2023,6,2399568.5199999996,2394749.96,62.42,3101.97,58492.28,4855975.149999999
2312809,11,Sertão de Sobral,2023,6,1028386.5,1595731.81,9.92,2382.25,25068.120000000003,2651578.6
2312908,11,Sertão de Sobral,2023,6,11094494.18,21615526.82,131.06,23923.24,271928.22,33006003.519999996
2313005,9,Sertão Central,2023,6,2056773.01,3675242.97,144.06,2927.54,50136.24,5785223.819999999
2313104,14,Vale do Jaguaribe,2023,6,2742364.0,2953790.29,18.23,2434.57,66848.31999999999,5765455.410000001
2313203,12,Sertão dos Crateús,2023,6,2399568.5199999996,3501998.09,193.2,2538.32,58492.28,5962790.41
2313252,1,Cariri,2023,6,1028386.5,892826.37,5.67,2423.05,25068.120000000003,1948709.71
2313302,13,Sertão dos Inhamuns,2023,6,3770750.5,7866719.29,292.70000000000005,2924.93,91916.43,11732603.849999998
2313351,6,Litoral Oeste / Vale do Curu,2023,6,2056773.01,3526849.62,23.67,1795.8,50136.24,5635578.34
2313401,8,Serra da Ibiapaba,2023,6,4456341.4799999995,11239667.55,181.32,5802.71,108628.51,15810621.570000002
2313500,3,Grande Fortaleza,2023,6,3770750.5,7967884.77,538.64,6861.23,726645.22,12472680.36
2313559,6,Litoral Oeste / Vale do Curu,2023,6,1713977.5,2247661.11,16.5,1639.17,41780.19,4005074.47
2313609,8,Serra da Ibiapaba,2023,6,2742364.0,4768997.64,10.73,4043.86,66848.31999999999,7582264.550000001
2313708,2,Centro Sul,2023,6,1028386.5,787184.42,41.2,1659.92,25068.120000000003,1842340.16
2313757,6,Litoral Oeste / Vale do Curu,2023,6,2056773.01,2495044.4099999997,96.18,1701.85,50136.24,4603751.6899999995
2313807,6,Litoral Oeste / Vale do Curu,2023,6,2056773.01,3489023.46,0.0,2169.22,50136.24,5598101.93
2313906,5,Litoral Norte,2023,6,1713977.5,2251170.95,23.37,3508.92,41780.19,4010460.93
2313955,11,Sertão de Sobral,2023,6,2056773.01,3850524.8,0.0,2579.11,50136.24,5960013.16
2314003,1,Cariri,2023,6,3085159.49,4277903.84,71.8,2739.56,75204.36,7441079.05
2314102,8,Serra da Ibiapaba,2023,6,4113545.99,8846812.48,82.08,2211.39,100272.47,13062924.410000002
2300101,1,Cariri,2023,7,2028666.89,1245860.3199999998,0.0,1736.75,0.0,3276263.96
2300150,7,Maciço do Baturité,2023,7,2496818.19,1641562.25,6.97,1496.45,16469.15,4156353.01
2300200,5,Litoral Norte,2023,7,5617815.52,7783491.22,359.29,4766.46,17.54,13406450.029999996
2300309,2,Centro Sul,2023,7,5305725.96,4420961.07,77.9,2562.5,0.0,9729327.430000002
2300408,13,Sertão dos Inhamuns,2023,7,2964969.4699999997,1639655.5699999998,50.73,1622.07,0.0,4606297.84
2300507,11,Sertão de Sobral,2023,7,1872605.19,1301033.15,80.07,2066.75,0.0,3175785.1599999997
2300606,1,Cariri,2023,7,1404453.91,1128787.11,5.64,2384.93,0.0,2535631.5900000003
2300705,14,Vale do Jaguaribe,2023,7,2340756.48,1925642.9,57.9,2655.03,0.0,4269112.3100000005
2300754,6,Litoral Oeste / Vale do Curu,2023,7,4681512.94,6085207.91,444.95,3315.21,0.0,10770481.010000002
2300804,1,Cariri,2023,7,1404453.91,893816.3300000001,5.18,2288.37,0.0,2300563.7900000005
2300903,6,Litoral Oeste / Vale do Curu,2023,7,2496818.19,1667291.3,203.47,1320.98,0.0,4165633.94
2301000,3,Grande Fortaleza,2023,7,6339309.53,7856682.12,244.58999999999995,18784.01,6987.97,14222008.22
2301109,4,Litoral Leste,2023,7,5871158.2299999995,7487745.83,0.66,8254.06,0.0,13367158.78
2301208,7,Maciço do Baturité,2023,7,3277059.08,3933828.35,564.8,1831.85,0.0,7213284.079999999
2301257,12,Sertão dos Crateús,2023,7,1872605.19,2196623.02,103.97,2575.07,0.0,4071907.25
2301307,1,Cariri,2023,7,2808907.76,2965375.39,442.16,1910.93,0.0,5776636.24
2301406,7,Maciço do Baturité,2023,7,1872605.19,1881817.1,101.13,1797.86,0.0,3756321.28
2301505,13,Sertão dos Inhamuns,2023,7,1404453.91,796879.5,86.9,1819.89,0.0,2203240.2
2301604,1,Cariri,2023,7,2808907.76,2194348.11,176.76,2044.9,0.0,5005477.529999999
2301703,1,Cariri,2023,7,3433120.7799999993,1911366.18,521.13,1610.05,0.0,5346618.139999999
2301802,2,Centro Sul,2023,7,1404453.91,561080.23,0.0,1857.65,0.0,1967391.79
2301851,9,Sertão Central,2023,7,2964969.4699999997,2680859.03,10.4,2361.4,3488.05,5651688.350000001
2301901,1,Cariri,2023,7,5873422.21,6325728.41,168.54000000000002,6682.78,0.0,12206001.94
2301950,7,Maciço do Baturité,2023,7,2808907.76,3039941.22,154.43,2008.82,0.0,5851012.23
2302008,1,Cariri,2023,7,2808907.76,1737877.9300000002,107.28,1731.3,0.0,4548624.27
2302057,5,Litoral Norte,2023,7,2340756.48,2010671.66,0.0,2325.77,0.0,4353753.91
2302107,7,Maciço do Baturité,2023,7,3745210.36,4533870.72,21.29,2180.78,0.0,8281283.15
2302206,4,Litoral Leste,2023,7,5149664.25,5549997.06,58.33,4127.24,0.0,10703846.88
2302305,5,Litoral Norte,2023,7,3901272.060000001,3376635.42,33.6,0.0,0.0,7277941.08
2302404,10,Sertão de Canindé,2023,7,5305725.96,6802111.46,200.45,2461.39,2289.94,12112789.2
2302503,1,Cariri,2023,7,4937119.65,8775889.18,80.03,3775.02,142.86,13717006.739999998
2302602,5,Litoral Norte,2023,7,5617815.52,6237799.58,137.28,4369.95,0.0,11860122.329999998
2302701,1,Cariri,2023,7,3277059.08,2433523.84,527.42,2581.08,0.0,5713691.42
2302800,10,Sertão de Canindé,2023,7,6085966.81,9569659.54,657.26,3418.82,1934.73,15661637.159999998
2302909,7,Maciço do Baturité,2023,7,2964969.4699999997,1815503.13,5.18,2094.52,0.0,4782572.299999999
2303006,10,Sertão de Canindé,2023,7,2964969.4699999997,3244471.73,38.62,2968.31,0.0,6212448.129999999
2303105,11,Sertão de Sobral,2023,7,2808907.76,2802859.88,77.59,2119.66,0.0,5613964.89
2303204,1,Cariri,2023,7,3277059.08,3333798.21,5.22,2024.94,2404.0,6615291.45
2303303,2,Centro Sul,2023,7,2964969.4699999997,2181914.09,195.82,0.0,6.58,5147085.96
2303402,8,Serra da Ibiapaba,2023,7,2808907.76,2378498.64,180.63,0.0,0.0,5187587.03
2303501,3,Grande Fortaleza,2023,7,6242028.52,8508396.51,1603.67,4883.05,2632.13,14759543.88
2303600,2,Centro Sul,2023,7,3277092.88,1562654.02,355.21999999999997,1732.37,0.0,4841834.49
2303659,12,Sertão dos Crateús,2023,7,1872605.19,1836163.21,5.22,2529.78,0.0,3711303.4
2303709,3,Grande Fortaleza,2023,7,15066131.87,38662766.75,3180.5699999999997,32255.38,45256.48,53809591.05
2303808,2,Centro Sul,2023,7,3433120.7799999993,2128311.13,10.96,1978.39,0.0,5563421.259999999
2303907,5,Litoral Norte,2023,7,1872605.19,1598893.87,0.0,1532.57,0.0,3473031.6299999994
2303931,9,Sertão Central,2023,7,2496818.19,1760189.25,32.839999999999996,2072.24,0.0,4259112.52
2303956,3,Grande Fortaleza,2023,7,2808907.76,2618737.5199999996,28.42,2595.63,0.0,5430269.329999999
2304004,11,Sertão de Sobral,2023,7,2808907.76,3545373.38,0.0,2404.54,624.17,6357309.85
2304103,12,Sertão dos Crateús,2023,7,6085966.81,7181251.12,1410.86,3567.77,1003.12,13273199.679999998
2304202,1,Cariri,2023,7,8426723.29,10956619.71,224.16999999999996,7969.45,1855.81,19393392.43
2304236,8,Serra da Ibiapaba,2023,7,2808907.76,2821693.55,0.0,2278.4,0.0,5632879.71
2304251,5,Litoral Norte,2023,7,3277059.08,4138900.64,73.66999999999999,3220.98,13.86,7419268.230000001
2304269,9,Sertão Central,2023,7,1404453.91,1185593.4,63.53,2174.75,0.0,2592285.5899999994
2304277,14,Vale do Jaguaribe,2023,7,1404453.91,926709.25,35.75,1965.9,0.0,2333164.81
2304285,3,Grande Fortaleza,2023,7,5660877.609999999,6746882.42,6.93,19872.67,1942.85,12429582.48
2304301,1,Cariri,2023,7,2808907.76,2283530.33,0.0,2289.19,0.0,5094727.28
2304350,11,Sertão de Sobral,2023,7,3433120.7799999993,2679092.6100000003,324.33000000000004,3079.36,40352.79,6155969.87
2304400,3,Grande Fortaleza,2023,7,141480752.05,132990981.68,216889.54,258850.85,23392.88,274970867.00000006
2304459,4,Litoral Leste,2023,7,2596363.16,1709937.19,0.0,2714.34,543.39,4309558.079999999
2304509,11,Sertão de Sobral,2023,7,2340756.48,2241784.64,344.4,3329.84,1440.07,4587655.430000001
2304608,6,Litoral Oeste / Vale do Curu,2023,7,1404453.91,1379110.0699999998,0.0,2260.04,0.0,2785824.0199999996
2304657,11,Sertão de Sobral,2023,7,2340756.48,2443479.55,0.0,2437.36,0.0,4786673.39
2304707,5,Litoral Norte,2023,7,5149664.25,7162530.119999999,75.34,2306.44,1208.07,12315784.22
2304806,1,Cariri,2023,7,1404453.91,726069.61,0.0,2216.48,0.0,2132740.0
2304905,11,Sertão de Sobral,2023,7,1872605.19,1330325.2000000002,0.0,2492.39,0.0,3205422.7800000003
2304954,3,Grande Fortaleza,2023,7,3491867.649999999,2905306.68,92.44,2216.53,0.0,6399483.300000001
2305001,8,Serra da Ibiapaba,2023,7,4213361.640000001,5413648.76,0.0,2624.9,0.0,9629635.3
2305100,7,Maciço do Baturité,2023,7,1404453.91,767186.46,158.72,1936.85,1834.47,2175570.4100000006
2305209,12,Sertão dos Crateús,2023,7,2808907.76,2054330.08,10.44,2238.85,0.0,4865487.13
2305233,3,Grande Fortaleza,2023,7,6088230.79,8014699.640000001,535.99,13167.02,57914.19,14174547.63
2305266,9,Sertão Central,2023,7,1872605.19,1553963.87,73.15,2245.01,0.0,3428887.2199999997
2305308,8,Serra da Ibiapaba,2023,7,3277059.08,3205261.0700000003,24.67,2771.47,0.0,6485116.29
2305332,9,Sertão Central,2023,7,1872605.19,1846867.43,17.03,2414.9,0.0,3721904.55
2305357,4,Litoral Leste,2023,7,2808907.76,2238384.64,112.02,5716.63,0.0,5053121.05
2305407,2,Centro Sul,2023,7,5617815.52,7534154.06,210.36,2735.58,332.32,13155247.84
2305506,2,Centro Sul,2023,7,7646482.4,8318587.09,42.28,5912.22,1587.64,15972611.63
2305605,12,Sertão dos Crateús,2023,7,3277059.08,2276861.83,293.71,2606.27,0.0,5556820.89
2305654,12,Sertão dos Crateús,2023,7,1872605.19,1365257.38,0.0,2165.24,0.0,3240027.81
2305704,2,Centro Sul,2023,7,1872605.19,1500368.0699999998,0.0,1464.27,0.0,3374437.53
2305803,8,Serra da Ibiapaba,2023,7,4213361.640000001,5359786.77,56.55,2806.98,3750.81,9579762.750000002
2305902,12,Sertão dos Crateús,2023,7,4369423.34,4870564.17,28.5,2292.41,333.85,9242642.27
2306009,14,Vale do Jaguaribe,2023,7,2340756.48,1507459.28,117.03,2636.2,0.0,3850968.99
2306108,6,Litoral Oeste / Vale do Curu,2023,7,3277059.08,3044197.32,8137.74,2146.07,0.0,6331540.210000001
2306207,4,Litoral Leste,2023,7,1404453.91,840714.32,36.98,2138.54,0.0,2247343.75
2306256,3,Grande Fortaleza,2023,7,5194990.3,7131731.57,0.0,7298.66,20858.7,12354879.23
2306306,6,Litoral Oeste / Vale do Curu,2023,7,5305725.96,5321893.31,11.51,2968.72,0.0,10630599.5
2306405,6,Litoral Oeste / Vale do Curu,2023,7,8426723.29,18801885.630000003,269.6,6062.96,89.05,27235030.530000005
2306504,7,Maciço do Baturité,2023,7,2808907.76,2007362.27,61.239999999999995,2308.78,34.7,4818674.75
2306553,5,Litoral Norte,2023,7,4213361.640000001,4378223.02,289.84,4578.99,232.93,8596686.42
2306603,10,Sertão de Canindé,2023,7,2808907.76,4700656.93,40.84,2753.98,0.0,7512359.51
2306702,14,Vale do Jaguaribe,2023,7,2808907.76,1976313.27,102.69,2214.04,0.0,4787537.76
2306801,14,Vale do Jaguaribe,2023,7,1872605.19,1815537.38,47.8,1864.87,0.0,3690055.24
2306900,14,Vale do Jaguaribe,2023,7,3745210.36,4638893.11,107.74,3671.56,137.89,8388020.66
2307007,4,Litoral Leste,2023,7,3901272.060000001,2584157.29,377.04,3317.12,6177.88,6495301.390000001
2307106,1,Cariri,2023,7,3277059.08,3073395.65,0.08,1961.54,0.0,6352416.350000001
2307205,1,Cariri,2023,7,1404453.91,1158056.07,0.0,1733.16,0.0,2564243.14
2307254,5,Litoral Norte,2023,7,3064515.59,3550966.23,74.22,3130.63,0.0,6618686.67
2307304,1,Cariri,2023,7,15066131.87,19269472.62,296.12,15432.6,10407.9,34361741.11
2307403,2,Centro Sul,2023,7,3433120.7799999993,3180880.55,94.88,2463.03,9661.41,6626220.649999999
2307502,1,Cariri,2023,7,3745210.36,2606153.1,138.03,1930.72,0.0,6353432.210000001
2307601,14,Vale do Jaguaribe,2023,7,5149664.25,5069674.8,428.9,5549.98,50134.28,10275452.21
2307635,10,Sertão de Canindé,2023,7,2964969.4699999997,2711215.5199999996,75.26,1921.83,0.0,5678182.079999999
2307650,3,Grande Fortaleza,2023,7,15066131.87,21372259.79,0.0,62599.37,6850.32,36507841.349999994
2307700,3,Grande Fortaleza,2023,7,8894908.4,9127241.58,1655.44,7481.48,0.0,18031286.9
2307809,5,Litoral Norte,2023,7,3277059.08,4294527.26,57.65,2641.57,0.0,7574285.56
2307908,5,Litoral Norte,2023,7,1872605.19,1563183.84,0.0,2182.72,0.0,3437971.75
2308005,11,Sertão de Sobral,2023,7,4213361.640000001,6111229.71,252.79,2917.97,30357.36,10358119.47
2308104,1,Cariri,2023,7,4681512.94,5673725.35,63.39,1962.63,0.0,10357264.31
2308203,11,Sertão de Sobral,2023,7,2340756.48,2186397.76,10.4,2443.19,0.0,4529607.830000001
2308302,1,Cariri,2023,7,3277059.08,3030374.12,28.8,1873.12,2583.03,6311918.15
2308351,9,Sertão Central,2023,7,2128211.88,1637139.15,46.459999999999994,2697.93,0.0,3768095.42
2308377,6,Litoral Oeste / Vale do Curu,2023,7,2340756.48,1714219.6800000002,37.400000000000006,1819.63,0.0,4056833.19
2308401,1,Cariri,2023,7,3745210.36,4621979.97,269.56,1875.21,203.67,8369538.77
2308500,9,Sertão Central,2023,7,4213361.640000001,4676095.12,131.64,3164.75,2845.11,8895598.260000002
2308609,12,Sertão dos Crateús,2023,7,2808907.76,3697919.42,5.76,2223.77,0.0,6509056.709999999
2308708,14,Vale do Jaguaribe,2023,7,5773877.22,5600399.88,334.8,6767.0,6600.63,11387979.53
2308807,11,Sertão de Sobral,2023,7,1404453.91,889013.94,0.0,1716.79,0.0,2295184.6399999997
2308906,5,Litoral Norte,2023,7,2808907.76,2680766.25,11.739999999999998,2492.41,0.0,5492178.16
2309003,11,Sertão de Sobral,2023,7,2340756.48,1961956.0,0.0,2480.62,0.0,4305193.100000001
2309102,7,Maciço do Baturité,2023,7,2028666.89,1186442.53,99.07,2033.89,0.0,3217242.38
2309201,1,Cariri,2023,7,2340756.48,1593275.23,0.0,2245.0,0.0,3936276.71
2309300,12,Sertão dos Crateús,2023,7,3901272.060000001,4225976.75,120.68,2888.19,0.0,8130257.680000001
2309409,12,Sertão dos Crateús,2023,7,3277059.08,3842773.21,18.2,2521.05,0.0,7122371.54
2309458,7,Maciço do Baturité,2023,7,3277059.08,2675989.3499999996,0.24,2114.26,0.0,5955162.93
2309508,2,Centro Sul,2023,7,2808907.76,2351522.5,87.19,1756.71,0.0,5162274.16
2309607,3,Grande Fortaleza,2023,7,6242028.52,7607420.390000001,0.0,5671.05,0.0,13855119.96
2309706,3,Grande Fortaleza,2023,7,6554118.11,7168235.34,0.0,7339.96,15984.09,13745677.5
2309805,7,Maciço do Baturité,2023,7,1872605.19,1503628.13,34.79,1750.92,493.71,3378512.74
2309904,11,Sertão de Sobral,2023,7,1404453.91,1340128.27,0.0,2665.4,0.0,2747247.5799999996
2310001,14,Vale do Jaguaribe,2023,7,1404453.91,982215.55,201.3,1822.67,0.0,2388693.4299999997
2310100,7,Maciço do Baturité,2023,7,2087413.78,1305010.18,7.83,1989.54,0.0,3394421.33
2310209,3,Grande Fortaleza,2023,7,4000817.04,4686110.66,1678.92,3367.34,0.0,8691973.959999999
2310258,3,Grande Fortaleza,2023,7,3745210.36,4077045.38,164.68,2576.86,0.0,7824997.28
2310308,13,Sertão dos Inhamuns,2023,7,3745210.36,3335624.02,66.64,2021.57,0.0,7082922.590000001
2310407,10,Sertão de Canindé,2023,7,1872605.19,1433782.53,0.0,1707.44,0.0,3308095.1599999997
2310506,9,Sertão Central,2023,7,4213361.640000001,4547214.05,9.03,2946.19,0.0,8763530.91
2310605,1,Cariri,2023,7,1404453.91,1019823.68,0.0,2109.74,0.0,2426387.33
2310704,6,Litoral Oeste / Vale do Curu,2023,7,4213361.640000001,4315517.25,33.0,3308.18,0.0,8532220.07
2310803,14,Vale do Jaguaribe,2023,7,2340756.48,2742195.11,21.619999999999997,2537.23,0.0,5085510.44
2310852,3,Grande Fortaleza,2023,7,2594099.1900000004,2879684.6,70.5,2217.56,0.0,5476071.850000001
2310902,9,Sertão Central,2023,7,2964969.4699999997,2003316.21,50.75,2411.41,0.0,4970747.84
2310951,11,Sertão de Sobral,2023,7,1872605.19,1130945.44,73.99,2556.85,0.0,3006181.47
2311009,12,Sertão dos Crateús,2023,7,1872605.19,1688806.24,0.0,1906.45,6216.46,3569534.34
2311108,1,Cariri,2023,7,2596363.16,2382819.77,0.0,1481.03,0.0,4980663.96
2311207,1,Cariri,2023,7,2028666.89,997856.06,35.379999999999995,1472.68,0.0,3028031.01
2311231,14,Vale do Jaguaribe,2023,7,1404453.91,1037464.22,20.71,2546.98,0.0,2444485.82
2311264,13,Sertão dos Inhamuns,2023,7,2808907.76,2702465.8,0.0,2522.75,2666.3,5516562.609999999
2311306,9,Sertão Central,2023,7,6768926.69,7683851.72,197.49,3806.5,10852.81,14467635.21
2311355,2,Centro Sul,2023,7,2340756.48,2266415.45,55.82,1777.12,0.0,4609004.87
2311405,9,Sertão Central,2023,7,6768926.69,8546998.3,712.97,6349.55,9966.25,15332953.760000004
2311504,14,Vale do Jaguaribe,2023,7,2808907.76,1884176.18,669.0699999999999,6601.33,57348.3,4757702.64
2311603,7,Maciço do Baturité,2023,7,3277059.08,3374542.88,5.18,2405.3,0.0,6654012.4399999995
2311702,11,Sertão de Sobral,2023,7,2808907.76,2375898.55,68.46000000000001,2491.02,0.0,5187365.789999999
2311801,14,Vale do Jaguaribe,2023,7,6085966.81,7826567.99,78.51,4751.55,888.47,13918253.330000002
2311900,2,Centro Sul,2023,7,2340756.48,2037940.22,147.63,2037.34,0.0,4380881.67
2311959,1,Cariri,2023,7,2340756.48,2604837.85,214.26,2304.1,0.0,4948112.6899999995
2312007,11,Sertão de Sobral,2023,7,3901272.060000001,2766583.01,28.99,2558.26,2225.95,6672668.2700000005
2312106,1,Cariri,2023,7,2808907.76,1911296.34,49.74,1573.75,1863.24,4723690.83
2312205,12,Sertão dos Crateús,2023,7,4213361.640000001,4746129.7,0.0,4125.76,18538.71,8982155.81
2312304,8,Serra da Ibiapaba,2023,7,4681512.94,5751093.4,48.47,2994.86,11065.9,10446715.57
2312403,3,Grande Fortaleza,2023,7,4937119.65,6326885.34,339.89,47941.62,14682.87,11326969.37
2312502,14,Vale do Jaguaribe,2023,7,1404453.91,729202.88,38.86,1867.22,0.0,2135562.87
2312601,3,Grande Fortaleza,2023,7,1872605.19,1010991.57,10.44,1457.87,0.0,2885065.07
2312700,9,Sertão Central,2023,7,3277059.08,2078570.66,53.27,3101.97,0.0,5358784.9799999995
2312809,11,Sertão de Sobral,2023,7,1404453.91,1435464.71,15.66,2382.25,0.0,2842316.5300000003
2312908,11,Sertão de Sobral,2023,7,15066131.87,19212201.22,568.13,23923.24,68645.17,34371469.63000001
2313005,9,Sertão Central,2023,7,2808907.76,3330265.21,617.25,2927.54,0.0,6142717.76
2313104,14,Vale do Jaguaribe,2023,7,3745210.36,2579085.51,376.1,2434.57,0.0,6327106.54
2313203,12,Sertão dos Crateús,2023,7,3277059.08,3108705.9,66.1,2538.32,0.0,6388369.4
2313252,1,Cariri,2023,7,1404453.91,758673.94,28.66,2423.05,0.0,2165579.5599999996
2313302,13,Sertão dos Inhamuns,2023,7,5620079.5,7179099.58,59.03,2924.93,0.0,12802163.04
2313351,6,Litoral Oeste / Vale do Curu,2023,7,2808907.76,3160025.51,29.5,1795.8,47.08,5970805.649999999
2313401,8,Serra da Ibiapaba,2023,7,6341573.5,10162203.09,390.78,5802.71,0.0,16509970.08
2313500,3,Grande Fortaleza,2023,7,5149664.25,7138780.54,549.14,6861.23,0.0,12295855.16
2313559,6,Litoral Oeste / Vale do Curu,2023,7,2340756.48,1973314.16,29.29,1639.17,0.0,4315739.100000001
2313609,8,Serra da Ibiapaba,2023,7,3745210.36,4236570.69,35.06,4043.86,0.0,7985859.970000001
2313708,2,Centro Sul,2023,7,1404453.91,667016.59,76.32,1659.92,0.0,2073206.74
