exercicio,periodo,uf,anexo,cod_conta,conta,coluna,valor,populacao,uf_nome
2016,1,RN,RGF-Anexo 01,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,"DESPESAS LIQUIDADAS 
(a)",1780436662.24,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 01,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),"DESPESAS LIQUIDADAS 
(a)",4135012774.76,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 01,ReceitaCorrenteLiquidaLimiteLegal,RECEITA CORRENTE LIQUIDA - RCL (IV),Valor,8036936741.04,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),Valor,4135012774.76,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),% sobre a RCL,51.45,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),SALDO DO EXERCÍCIO ANTERIOR,1848460964.64,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 02,DividaConsolidada,DÍVIDA CONSOLIDADA - DC (I),Até o 1º Quadrimestre,1999010046.1,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,SALDO DO EXERCÍCIO ANTERIOR,1514237137.16,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 02,DividaContratual,Dívida Contratual,Até o 1º Quadrimestre,1601744818.93,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),SALDO DO EXERCÍCIO ANTERIOR,1089016640.49,3442175,Rio Grande do Norte
2016,1,RN,RGF-Anexo 02,DividaConsolidadaLiquida,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),Até o 1º Quadrimestre,605931778.52,3442175,Rio Grande do Norte
