ano,sigla_uf,divisao_cnae,saldo,salario_medio,total_movimentacoes,uf_nome
2025,CE,T,-11,1504.861,21,Ceará
2025,MA,A,-425,2048.529752183957,35311,Maranhão
2025,MA,B,133,3733.3323953119498,979,Maranhão
2025,MA,C,1683,2185.476243699122,38289,Maranhão
2025,MA,D,22,5404.300239041352,576,Maranhão
2025,MA,E,335,1945.6130854803257,3087,Maranhão
2025,MA,F,3783,2514.0553003989035,80819,Maranhão
2025,MA,G,8316,1708.2516751516453,163478,Maranhão
2025,MA,H,813,2249.046530289307,26803,Maranhão
2025,MA,I,1688,1623.4775387851216,26124,Maranhão
2025,MA,J,83,1812.560555571746,10455,Maranhão
2025,MA,K,2,3349.7292149972363,2236,Maranhão
2025,MA,L,72,1870.030112127624,2660,Maranhão
2025,MA,M,1860,1874.3562436244713,20538,Maranhão
2025,MA,N,1559,1763.977119616254,58271,Maranhão
2025,MA,O,3455,1162.1592729139809,5325,Maranhão
2025,MA,P,326,1346.6843049616582,16268,Maranhão
2025,MA,Q,2061,2154.311066891097,30167,Maranhão
2025,MA,R,408,1417.0730521345895,3070,Maranhão
2025,MA,S,1765,1910.996194745229,11679,Maranhão
2025,MA,T,-10,1015.0599537037036,52,Maranhão
2025,MA,Z,-5,2375.8,5,Maranhão
2025,PB,A,-275,1195.811198767058,13639,Paraíba
2025,PB,B,-15,2073.418544551139,785,Paraíba
2025,PB,C,1567,1484.7354517999645,58303,Paraíba
2025,PB,D,93,2718.540437360399,707,Paraíba
2025,PB,E,254,1887.0089780873857,2286,Paraíba
2025,PB,F,286,214659.92419273648,91724,Paraíba
2025,PB,G,4754,1611.2807537704537,116980,Paraíba
2025,PB,H,255,1869.124737136063,10941,Paraíba
2025,PB,I,1458,1556.6388814220347,32220,Paraíba
2025,PB,J,332,2307.325088943698,7592,Paraíba
2025,PB,K,83,3138.175248843767,2163,Paraíba
2025,PB,L,157,1746.4182342679212,1825,Paraíba
2025,PB,M,822,1897.7039768306431,13330,Paraíba
2025,PB,N,14693,1555.4506096469993,98029,Paraíba
2025,PB,O,3,1770.8378920029777,143,Paraíba
2025,PB,P,742,1275.0273873723138,15654,Paraíba
2025,PB,Q,1984,1864.5824315911811,16198,Paraíba
2025,PB,R,578,1438.9280778533705,3650,Paraíba
2025,PB,S,67,1685.2437079082208,6961,Paraíba
2025,PB,T,-1,409.2,3,Paraíba
2025,PE,A,289,1551.799347873437,83079,Pernambuco
2025,PE,B,131,2056.640093809759,1285,Pernambuco
2025,PE,C,6143,2352.448158666185,175843,Pernambuco
2025,PE,D,123,4963.847121491289,1453,Pernambuco
2025,PE,E,932,1887.0584844149216,7692,Pernambuco
2025,PE,F,14817,2079.493631897242,140097,Pernambuco
2025,PE,G,7865,1687.003271023239,294799,Pernambuco
2025,PE,H,4085,2074.8467204008734,54431,Pernambuco
2025,PE,I,4076,1678.1796977135728,85180,Pernambuco
2025,PE,J,1787,3087.287182284966,21917,Pernambuco
2025,PE,K,126,3243.8492531045654,7954,Pernambuco
2025,PE,L,545,1960.9823629460116,4877,Pernambuco
2025,PE,M,2642,2307.1350696648037,52052,Pernambuco
2025,PE,N,14274,1757.7864295347256,233424,Pernambuco
2025,PE,O,-46,2258.541386450137,650,Pernambuco
2025,PE,P,1642,1438.338422672682,39910,Pernambuco
2025,PE,Q,4454,2145.657083239657,62834,Pernambuco
2025,PE,R,1599,2726.7223276980835,12221,Pernambuco
2025,PE,S,1630,1830.9100315484536,21408,Pernambuco
2025,PE,T,5,1540.5585,23,Pernambuco
2025,PE,U,-3,5561.183,19,Pernambuco
2025,PE,Z,-1,2068.733333333333,3,Pernambuco
2025,PI,A,686,2038.5504198657045,18902,Piauí
2025,PI,B,72,2406.527701222583,940,Piauí
2025,PI,C,1592,1530.2558763708669,24972,Piauí
2025,PI,D,7,4649.784556373603,289,Piauí
2025,PI,E,680,2517.830153988864,4584,Piauí
2025,PI,F,3517,1968.1305681145775,48141,Piauí
2025,PI,G,4046,1609.9129395545513,84284,Piauí
2025,PI,H,320,1855.403816499552,8932,Piauí
2025,PI,I,1568,1591.034058282189,18810,Piauí
2025,PI,J,278,1938.900841261209,6422,Piauí
2025,PI,K,-41,2328.2544762516095,3035,Piauí
2025,PI,L,58,1908.2437823305816,1086,Piauí
2025,PI,M,808,1886.4881858895224,9948,Piauí
2025,PI,N,1452,1724.7342305523327,42908,Piauí
2025,PI,O,429,1544.6700723218555,771,Piauí
2025,PI,P,928,1611.444863269169,10866,Piauí
2025,PI,Q,2758,1982.381074232706,13416,Piauí
2025,PI,R,377,1741.608520181784,2463,Piauí
2025,PI,S,901,1712.6238657803194,6167,Piauí
2025,PI,T,1,1518.0,1,Piauí
2025,PI,Z,-2,2009.375,2,Piauí
2025,RN,A,1091,1530.9370278932458,26455,Rio Grande do Norte
2025,RN,B,230,2357.883387602308,5980,Rio Grande do Norte
2025,RN,C,1733,2773.538477765565,50995,Rio Grande do Norte
2025,RN,D,33,4552.979224254224,305,Rio Grande do Norte
2025,RN,E,3111,1705.2031673332067,6101,Rio Grande do Norte
2025,RN,F,-83,1971.5248283367584,76311,Rio Grande do Norte
2025,RN,G,4460,1559.370854689458,120490,Rio Grande do Norte
2025,RN,H,336,1921.4368958632692,10024,Rio Grande do Norte
2025,RN,I,2004,1548.3077806375911,34226,Rio Grande do Norte
2025,RN,J,349,2071.4946061919068,5907,Rio Grande do Norte
2025,RN,K,51,2809.7297166097446,2147,Rio Grande do Norte
2025,RN,L,279,1747.3105426545364,2867,Rio Grande do Norte
2025,RN,M,883,1907.3733746895352,14943,Rio Grande do Norte
2025,RN,N,-1537,1661.549047940411,89803,Rio Grande do Norte
2025,RN,O,156,607.7981268564965,1562,Rio Grande do Norte
2025,RN,P,426,1338.570407240889,15970,Rio Grande do Norte
2025,RN,Q,1977,1825.2646638714652,16643,Rio Grande do Norte
2025,RN,R,435,1544.329070623559,3433,Rio Grande do Norte
2025,RN,S,136,1732.786343053352,6160,Rio Grande do Norte
2025,RN,T,-18,1549.11284992785,120,Rio Grande do Norte
2025,RN,Z,11,1697.609625,21,Rio Grande do Norte
2025,SE,A,-291,1443.8779136152357,10091,Sergipe
2025,SE,B,-72,2950.7107459701488,1848,Sergipe
2025,SE,C,1106,1606.2298944578151,35240,Sergipe
2025,SE,D,125,2412.6171167580756,541,Sergipe
2025,SE,E,-1502,3717.8609778370737,2746,Sergipe
2025,SE,F,4073,1911.405902980336,44243,Sergipe
2025,SE,G,3755,1641.5805277418024,71623,Sergipe
2025,SE,H,721,1972.3350065868071,13719,Sergipe
2025,SE,I,1021,1556.4514317120356,19023,Sergipe
2025,SE,J,366,2064.2293812587573,4398,Sergipe
2025,SE,K,-12,2754.980280080477,1406,Sergipe
2025,SE,L,46,1657.8127609549229,1318,Sergipe
2025,SE,M,737,2193.3705751678276,11345,Sergipe
2025,SE,N,2461,1583.9490202879451,44805,Sergipe
2025,SE,O,100,1551.7903480495631,1338,Sergipe
2025,SE,P,651,1139.8823594572902,10283,Sergipe
2025,SE,Q,803,1858.773019963486,14219,Sergipe
2025,SE,R,379,1637.0994713072314,2501,Sergipe
2025,SE,S,69,1651.0225496825258,4137,Sergipe
2025,SE,T,1,1520.02,5,Sergipe
2025,SE,Z,-12,1975.3575,12,Sergipe
