ano,sigla_uf,sexo,grau_instrucao,admissoes,desligamentos,saldo,salario_medio,total_movimentacoes,uf_nome
2021,PI,1,4,5606,4900,706,1519.5500479421196,10506,Piauí
2021,PI,1,5,9197,7668,1529,1310.5807307428904,16865,Piauí
2021,PI,1,6,6756,5243,1513,1254.2250632865123,11999,Piauí
2021,PI,1,7,42940,32146,10794,1295.9425751714568,75086,Piauí
2021,PI,1,8,2097,1641,456,1427.210208999319,3738,Piauí
2021,PI,1,9,4181,3359,822,2075.52122299458,7540,Piauí
2021,PI,1,10,97,115,-18,1313.4146420160912,212,Piauí
2021,PI,1,11,23,17,6,1924.1346714285712,40,Piauí
2021,PI,1,80,250,237,13,3437.2630457632545,487,Piauí
2021,PI,2,1,79,50,29,1069.1659887138933,129,Piauí
2021,PI,2,2,257,168,89,1090.0799985117092,425,Piauí
2021,PI,2,3,127,151,-24,1116.2162979342122,278,Piauí
2021,PI,2,4,582,585,-3,27380507.250994712,1167,Piauí
2021,PI,2,5,1465,1152,313,1111.2095066409297,2617,Piauí
2021,PI,2,6,1929,1369,560,902.8345873666658,3298,Piauí
2021,PI,2,7,23729,16533,7196,1184.2506124124748,40262,Piauí
2021,PI,2,8,2224,1684,540,1257.7615350133458,3908,Piauí
2021,PI,2,9,5935,4554,1381,1751.9629477280475,10489,Piauí
2021,PI,2,10,128,128,0,2054.0581898255755,256,Piauí
