regiao_codigo,regiao_nome,ano,bimestre,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio,bf_valor_total,bf_beneficiarios,bpc_valor_total,bpc_beneficiarios,transf_fed_fpm_dest,transf_fed_fundeb_dest,transf_fed_itr_dest,transf_fed_outros_dest,transf_fed_royalties_dest,transf_fed_total,transf_est_icms,transf_est_ipva,transf_est_total,invest_mun_valor,bnb_bnb_operacoes_credito_total,bnb_bnb_emprestimos_titulos_descontados,bnb_bnb_financiamentos,bnb_bnb_financiamentos_rurais_agricultura,bnb_bnb_financiamentos_agroindustriais,bnb_bnb_financiamentos_imobiliarios,bnb_credito_bnb_total,pop,siof_anual_empenhado,siof_anual_pago,siof_obras_pago_anual,siof_equip_pago_anual,siof_anual_dotacao,siof_anual_n_acoes,invest_fed_direto_ce,invest_fed_ne_rateado,invest_fed_nacional_rateado,invest_fed_total,ibcr_ce,invest_total_ce_r_2010_mi,share_pib_ce_br,siof_obras_pago,siof_equip_pago,siof_invest_pago,deflator,salario_medio_real,bf_valor_total_real,bpc_valor_total_real,transf_fed_fpm_dest_real,transf_fed_fundeb_dest_real,transf_fed_itr_dest_real,transf_fed_outros_dest_real,transf_fed_royalties_dest_real,transf_fed_total_real,transf_est_icms_real,transf_est_ipva_real,transf_est_total_real,invest_mun_valor_real,bnb_bnb_operacoes_credito_total_real,bnb_bnb_emprestimos_titulos_descontados_real,bnb_bnb_financiamentos_real,bnb_bnb_financiamentos_rurais_agricultura_real,bnb_bnb_financiamentos_agroindustriais_real,bnb_bnb_financiamentos_imobiliarios_real,bnb_credito_bnb_total_real,siof_anual_empenhado_real,siof_anual_pago_real,siof_anual_dotacao_real,siof_obras_pago_anual_real,siof_equip_pago_anual_real,siof_obras_pago_real,siof_equip_pago_real,siof_invest_pago_real,invest_fed_direto_ce_real,invest_fed_ne_rateado_real,invest_fed_nacional_rateado_real,invest_fed_total_real
13,Sertão dos Inhamuns,2017,1,159.0,69.0,90.0,228.0,1011.877192982456,5632725.0,16965.0,,,14110543.59,21365581.17,1497.3000000000002,83235.18000000001,176340.22999999998,35737197.47,1413882.99,904478.59,2318361.58,169281.46,14841051.0,11952302.0,1318267.0,1706.0,0.0,0.0,14841051.0,135087.0,6965834.510000001,5127014.8100000005,3830778.91,1296235.9,,,578794.01,1553421.656952,285247.599364,2417463.266316,93.45,2036.860140249993,0.0203,12446.04,0.0,12446.04,1.539244339096008,1557.5262411586043,8670140.069934562,,21719574.342474964,32886849.867418766,2304.710548928453,128119.27962863728,271430.70078238804,55008278.90085368,2176311.3885016376,1392213.5494910392,3568524.937992677,260565.5290189073,22844003.73798515,18397513.192665894,2029135.0171670772,2625.95084249779,0.0,0.0,22844003.73798515,10722121.336597117,7891728.522753896,,5896504.751545876,1995223.771208019,19157.49661416248,0.0,19157.49661416248,890905.4033951783,2391095.4916925067,439065.7525617631,3721066.647649448
14,Vale do Jaguaribe,2017,1,1562.0,1807.0,-245.0,3369.0,1060.6322350845949,17798849.0,52693.0,,,39011503.13,52419313.08,21874.6,248297.72999999998,576303.71,92277292.25,10879000.99,4887300.47,15766301.459999999,4093977.9,54939204.0,38614260.0,7678286.0,4264693.0,0.0,0.0,54939204.0,390693.0,32665318.549999997,28810159.2,26012479.08,2797680.12,,,578794.01,1553421.656952,285247.599364,2417463.266316,93.45,2036.860140249993,0.0203,573856.04,0.0,573856.04,1.539244339096008,1632.572163716709,27396777.565674644,,60048235.3524787,80686130.91769132,33670.35421998953,382190.875312889,887072.2232175274,142037299.72292042,16745440.688877366,7522749.581908759,24268190.270786125,6301632.3069591625,84564858.75144076,59436781.113381416,11818758.25946013,6564404.558232372,0.0,0.0,84564858.75144076,50279906.66285531,44345874.45705477,,40039561.16974333,4306313.28731144,883304.6610260524,0.0,883304.6610260524,890905.4033951783,2391095.4916925067,439065.7525617631,3721066.647649448
01,Cariri,2017,2,4990.0,4913.0,77.0,9903.0,1167.7431081490458,46367937.0,128063.0,,,68504352.81,105162017.94,9009.51,539938.71,1190701.59,175406020.56,14443598.620000001,1779627.6,16223226.22,10611668.4,183877895.0,129650534.0,26332245.0,4813038.0,0.0,0.0,183877895.0,1014610.0,351594744.25,303991798.08000004,296586284.1,7405513.98,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,27455165.49,75009.29,27530174.779999997,1.5332592615684753,1790.452935702282,71094068.84507358,,105034933.40368691,161240637.97173515,13813.914649693794,827866.0277868351,1825654.2406318095,268942905.5584904,22145781.35449265,2728630.499842878,24874411.854335528,16270438.854993524,281932485.5064656,198787882.0227985,40374158.52414017,7379635.0897810105,0.0,0.0,281932485.5064656,539085897.9401119,466098239.8470139,,454743666.95050406,11354572.89650982,42095886.765437685,115008.6885961756,42210895.45403386,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
02,Centro Sul,2017,2,667.0,888.0,-221.0,1555.0,1072.07845659164,21690123.0,56868.0,,,29309827.84,40249090.79,7180.48,210371.14,478241.99,70254712.24,8490199.780000001,2013976.63,10504176.41,4450441.24,58000465.0,37937651.0,11641629.0,788664.0,0.0,0.0,58000465.0,390665.0,80200594.69000001,75618529.77999999,73954446.96,1664082.82,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,8604777.4,2427.02,8607204.42,1.5332592615684753,1643.7742226971684,33256581.9743094,,44939564.99065754,61712291.223477915,11009.537462507204,322553.49877171835,733268.9604384381,107718688.21080811,13017677.445251632,3087948.320529966,16105625.765781598,6823680.24929629,88929750.1365282,58168254.757902525,17849635.48399415,1209226.38226564,0.0,0.0,88929750.1365282,122968304.591742,115942811.13137653,,113391340.73559456,2551470.395781986,13193354.642285105,3721.2508930119207,13197075.893178117,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
03,Grande Fortaleza,2017,2,45464.0,49819.0,-4355.0,95283.0,1285.3755024505945,107093330.0,335906.0,,,165323855.64,278596220.86,41388.18,1890690.4300000002,5446630.49,451298785.6,271135746.78,71252955.89999999,342388702.68,51668668.760000005,5090252891.0,793333086.0,1197416870.0,14816587.0,323629.0,616653363.0,5090252891.0,4051744.0,632184544.16,539793379.27,406553922.91,133239456.36,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,43960933.28,10896991.31,54857924.59,1.5332592615684753,1970.8138937256062,164201840.07470903,,253484332.81823957,427160235.8715715,63458.810304463135,2898918.612556383,8351096.643133743,691958042.7558056,415721394.89271986,109249254.54780512,524970649.44052505,79221464.90918376,7804677388.851457,1216385301.6181996,1835950505.885835,22717669.24258507,496207.16156214406,945489479.9970969,7804677388.851457,969302807.3537647,827643198.0990721,,623352567.6287534,204290630.47031868,67403508.09875381,16707912.849288693,84111420.94804251,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
04,Litoral Leste,2017,2,739.0,1301.0,-562.0,2040.0,1167.4421568627452,9734786.0,27874.0,,,14815956.879999999,22676955.619999997,4502.1,122227.56,2799755.84,40419398.0,10733933.48,1158236.75,11892170.23,4245094.33,37030297.0,22351180.0,1673884.0,1682817.0,0.0,0.0,37030297.0,204174.0,70825600.3,60239695.73,55446784.13,4792911.6,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,2559428.75,13142.6,2572571.35,1.5332592615684753,1789.9914993552807,14925950.79388713,,22716703.10525917,34769652.22854228,6902.886521507433,187406.5383889165,4292751.571810426,61973416.330522306,16457902.921269935,1775877.2240264707,18233780.145296406,6508830.197704322,56777045.833881326,34270153.74198407,2566498.1457912857,2580194.7507748767,0.0,0.0,56777045.833881326,108594007.61612198,92363071.39208943,,85014295.29151046,7348776.100578979,3924267.835262126,20151.013171089842,3944418.8484332156,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
05,Litoral Norte,2017,2,648.0,777.0,-129.0,1425.0,1096.1319298245614,23443589.0,58475.0,,,30920257.439999998,51816499.46,2722.08,226072.15,723695.22,83689246.35,10692350.14,1614065.4300000002,12306415.57,6347338.55,41840436.0,34315172.0,6707276.0,254843.0,0.0,0.0,41840436.0,398444.0,41068680.95,35292834.41,24855676.68,10437157.73,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,4048474.28,105586.0,4154060.28,1.5332592615684753,1680.6544333044349,35945099.95865483,,47408771.08996155,79448127.6991029,4173.654370730315,346627.21777019755,1109612.3986178352,128317312.0598232,16394144.880087985,2474780.769325004,18868925.649412986,9732115.618098116,64152236.00506305,52614055.281315215,10283993.046895957,390740.3899958949,0.0,0.0,64152236.00506305,62968935.42698831,54113065.22613507,,38110196.47216157,16002868.753973505,6207360.685031764,161890.71239196902,6369251.397423733,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
06,Litoral Oeste / Vale do Curu,2017,2,634.0,822.0,-188.0,1456.0,1190.0872252747254,23254506.0,58308.0,,,27699397.71,48592091.26,4783.41,207805.43,2957916.83,79461994.64,11718092.61,1637280.62,13355373.23,3620137.850000001,60264680.0,48264311.0,6305562.0,1276184.0,0.0,0.0,60264680.0,394595.0,33748428.300000004,29209660.83,25431796.68,3777864.15,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,1932001.34,42487.03,1974488.37,1.5332592615684753,1824.7122602268012,35655186.69769967,,42470358.07872611,74504273.96337555,7334.20768437926,318619.60015171947,4535253.374546765,121835839.22448453,17966874.022199605,2510375.6744015757,20477249.696601182,5550609.88666709,92401378.75546046,74001701.84397124,9668061.335894238,1956720.937465503,0.0,0.0,92401378.75546046,51745090.25435464,44785982.994871415,,38993537.7979364,5792445.196935016,2962258.947917705,65143.63224403765,3027402.5801617424,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
07,Maciço do Baturité,2017,2,301.0,434.0,-133.0,735.0,1066.8462585034013,13602997.0,36466.0,,,22868107.68,29831777.68,11431.02,152418.29,391008.07999999996,53254742.75,8920892.129999999,1066593.92,9987486.05,3599526.49,24924949.0,18450085.0,1408041.0,3244289.0,126553.0,0.0,24924949.0,242385.0,56889078.94,52764711.75,51248319.55,1516392.2,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,9387695.06,51003.0,9438698.06,1.5332592615684753,1635.7519065200156,20856921.135338183,,35062737.89490518,45739849.41691172,17526.717284174472,233696.75477492972,599516.7600081073,81653327.54388411,13678040.47977582,1635365.0061726253,15313405.485948449,5519007.328053566,38216408.898371905,28288763.7029756,2158891.9039181373,4974336.156454727,194038.55932927525,0.0,38216408.898371905,87225707.1668551,80901982.97467846,,78576960.58985825,2325022.3848201954,14393770.395525623,78200.82211777694,14471971.2176434,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
08,Serra da Ibiapaba,2017,2,616.0,546.0,70.0,1162.0,1148.460413080895,20743284.0,53456.0,,,25444795.43,44856033.46,3356.14,187608.22999999998,468380.57,70960173.83,6543746.4399999995,1842849.32,8386595.76,1803846.01,41373385.0,32653481.0,3848801.0,3265569.0,0.0,0.0,41373385.0,357080.0,32798521.99,28999667.93,27015106.73,1984561.2,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,782266.32,12709.92,794976.24,1.5332592615684753,1760.8875649010392,31804832.30834517,,39013468.25176271,68775928.73977041,5145.832738120423,287652.05619396863,718148.8468912216,108800343.72735643,10033259.834485738,2825565.787565167,12858825.622050906,2765763.6012758403,63436125.73368823,50066252.165700234,5901209.779184009,5006963.913540904,0.0,0.0,63436125.73368823,50288637.606924795,44464009.436082795,,41421162.59603335,3042846.840049447,1199417.0801530886,19487.602553794393,1218904.682706883,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
09,Sertão Central,2017,2,603.0,513.0,90.0,1116.0,1156.0385304659499,20975911.0,56026.0,,,28343569.92,44488968.56,3569.1200000000003,213012.49,460029.37,73509149.46000001,9598967.120000001,1202919.45,10801886.57,4345183.3100000005,46134591.0,34152307.0,2840535.0,1450226.0,0.0,0.0,46134591.0,392811.0,70593918.1,64530313.45,61036161.98,3494151.47,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,11146683.89,79410.6,11226094.49,1.5332592615684753,1772.5067835669277,32161509.810586058,,43458041.08575365,68213123.08224872,5472.386295649277,326603.3731222622,705344.2921460109,112708584.2195663,14717705.238231275,1844387.3876333563,16562092.62586463,6662292.553270264,70736288.92942363,52364341.011679865,4355276.596559409,2223572.4458674034,0.0,0.0,70736288.92942363,108238778.7372314,98941700.74912925,,93584260.64642864,5357440.102700602,17090756.31011862,121757.03791670957,17212513.348035328,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
10,Sertão de Canindé,2017,2,228.0,194.0,34.0,422.0,1020.81990521327,14445390.0,33517.0,,,14815956.899999999,24967087.48,3100.2799999999997,105585.98,251251.36,40142982.0,3598460.6799999997,957379.3400000001,4555840.02,587752.0599999999,41647846.0,33676413.0,2553556.0,217650.0,0.0,0.0,41647846.0,205936.0,18728555.01,14992078.16,12492749.22,2499328.94,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,721297.74,111302.29,832600.03,1.5332592615684753,1565.1815740616992,22148528.00446864,,22716703.135924354,38281018.11310033,4753.533023455512,161890.68172678378,385233.4747016751,61549598.93847659,5517373.164999993,1467910.7398893144,6985283.904889307,901176.28950095,63856945.603877574,51634672.128655,3915263.3869337495,333713.87828037865,0.0,0.0,63856945.603877574,28715730.42487717,22986742.688978467,,19154623.444017347,3832119.2449611197,1105936.44020341,170655.26697628028,1276591.7071796905,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
11,Sertão de Sobral,2017,2,1586.0,1869.0,-283.0,3455.0,1195.0332850940665,19497099.0,55820.0,,,39194525.12,57417741.11,3082.74,320298.5,753748.71,97689396.18,23526113.57,3096423.43,26622537.0,7280407.52,61333749.0,45348527.0,10151035.0,244765.0,0.0,0.0,61333749.0,492491.0,78432451.48,74039327.55,69733847.52,4305480.03,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,6890781.82,106506.28,6997288.100000001,1.5332592615684753,1832.2958522530776,29894107.61546746,,60095368.64301825,88036283.33524849,4726.639656007601,491100.64159149025,1155692.1905027907,149783171.45001704,36071631.519914284,4747619.901785126,40819251.42169941,11162752.258032773,94040538.70096621,69531049.02123806,15564168.428255748,375288.2031578078,0.0,0.0,94040538.70096621,120257282.63923007,113521484.68633947,,106920067.55484384,6601417.131495617,10565355.044962674,163301.74022520526,10728656.78518788,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
12,Sertão dos Crateús,2017,2,233.0,334.0,-101.0,567.0,1211.7689594356261,19604513.0,51990.0,,,28343569.92,41652360.55,5310.629999999999,202016.03000000003,499759.67,70703016.8,7652285.94,1558783.99,9211069.93,3422711.97,60537825.0,46881407.0,4788049.0,503451.0,0.0,0.0,60537825.0,349745.0,68460661.96000001,62848745.04,61332310.8,1516434.24,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,3405659.49,0.0,3405659.49,1.5332592615684753,1857.9559799358678,30058801.125789575,,43458041.08575365,63863867.579476885,8142.572632263391,309742.948982795,766261.1425859048,108406055.32943149,11732938.289675226,2390019.9894521614,14122958.279127387,5247904.827683781,92820180.85646158,71881351.47811115,7341320.474093677,771920.9084959105,0.0,0.0,92820180.85646158,104967944.00327861,96363420.41053577,,94038333.56749621,2325086.8430395517,5221758.95479107,0.0,5221758.95479107,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
13,Sertão dos Inhamuns,2017,2,179.0,86.0,93.0,265.0,1059.143396226415,5571557.0,16792.0,,,10950924.669999998,17032450.77,1238.64,76447.05,181562.45,28242623.58,1967276.6500000001,485520.01,2452796.66,368177.06000000006,14159196.0,11394515.0,1234338.0,1706.0,0.0,0.0,14159196.0,135087.0,6965834.510000001,5127014.8100000005,3830778.91,1296235.9,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,134587.72,35738.0,170325.72,1.5332592615684753,1623.94142159324,8542641.371606668,,16790606.673016194,26115162.890311606,1899.1562517491764,117213.14743208831,278382.30801556323,43303264.17502721,3016345.143679904,744428.0520093187,3760773.195689223,564510.8871420523,21709718.40336331,17470745.654830914,1892560.1704059087,2615.7403002358187,0.0,0.0,21709718.40336331,10680430.277010802,7861042.941631237,,5873577.242778689,1987465.6988525477,206357.8681833847,54795.61948993417,261153.4876733189,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
14,Vale do Jaguaribe,2017,2,1473.0,1215.0,258.0,2688.0,1101.202380952381,17578886.0,51943.0,,,30276086.03,42061319.489999995,7018.6,229288.11,541297.1599999999,73115009.39,14921584.969999999,2804336.77,17725921.74,5787823.83,53833990.0,38005692.0,7508608.0,4120307.0,0.0,0.0,53833990.0,390693.0,32665318.549999997,28810159.2,26012479.08,2797680.12,,,1660006.34,4125167.925384,5456885.521191999,11242059.786576,95.21,2097.203773091163,0.0203,3887489.73,178534.9,4066024.63,1.5332592615684753,1688.4287494564944,26952989.767556407,,46421089.309541434,64490907.66183311,10761.3334532445,351558.1182250313,829948.8838307126,112104265.30688353,22878658.352533456,4299775.325159523,27178433.67769298,8874234.491674224,82541463.75468469,58272579.25131891,11512642.757487146,6317498.86825542,0.0,0.0,82541463.75468469,50084402.198872015,44173443.42066221,,39883874.46576621,4289568.954896003,5960529.632774831,273740.28893820156,6234269.921713033,2545220.0950673874,6324951.927120231,8366820.264686549,17236992.286874168
01,Cariri,2017,3,3866.0,4900.0,-1034.0,8766.0,1119.4434177503992,46289393.0,127649.0,,,81601171.58,109293609.31,5965.04,83613.98,1063449.75,192047809.66,12533063.56,1543711.3,14076774.86,19975247.99,183367429.0,135049021.0,26138451.0,2851156.0,0.0,0.0,183367429.0,1014610.0,351594744.25,303991798.08000004,296586284.1,7405513.98,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,50988302.21,633478.73,51621780.94,1.5320445494065873,1715.0371865335806,70917412.24098943,,125016630.14433071,167442678.42835855,9138.707018992269,128100.3423131914,1629252.393055298,294225800.01507676,19201211.714464318,2365034.4830223573,21566246.197486676,30602969.806124385,280927070.1381494,206901116.52574575,40045271.38448116,4368098.009307887,0.0,0.0,280927070.1381494,538658811.5282155,465728977.3127719,,454383399.98415864,11345577.328613283,78116350.48432635,970517.6354615071,79086868.11978786,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
02,Centro Sul,2017,3,811.0,857.0,-46.0,1668.0,1069.4664268585132,21688478.0,56536.0,,,34913347.75,41971222.769999996,8508.06,24292.78,442282.82,77359654.18,7219811.68,1728298.72,8948110.399999999,4498857.649999999,58540804.0,37631739.0,12566091.0,759872.0,0.0,0.0,58540804.0,390665.0,80200594.69000001,75618529.77999999,73954446.96,1664082.82,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,7724962.7,61806.02,7786768.72,1.5320445494065873,1638.4702100419238,33227714.504824683,,53488804.12192424,64301783.07670814,13034.726949024209,37217.62118893336,677596.9836771748,118518436.53044753,11061073.132086016,2647830.6337223817,13708903.765808396,6892450.341238627,89687119.68607934,57653500.6196413,19251811.22389717,1164157.7558466822,0.0,0.0,89687119.68607934,122870883.95398141,115850956.38358869,,113301507.36944655,2549449.014142143,11834986.998904195,94689.57606151451,11929676.574965708,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
03,Grande Fortaleza,2017,3,47678.0,49918.0,-2240.0,97596.0,1275.7660150006145,105733712.0,331018.0,,,196930849.11,288806443.73,26997.35,628247.84,4890173.95,491282711.98,234041772.35000002,62895857.660000004,296937630.01,64340399.63999999,5179506262.0,820333500.0,1082830196.0,14480151.0,242783.0,607973497.0,5179506262.0,4051744.0,632184544.16,539793379.27,406553922.91,133239456.36,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,39419943.92,7923079.16,47343023.08,1.5320445494065873,1954.5303695998539,161988757.15812588,,301706833.9889866,442464337.9500468,41361.142915921926,962503.6789484617,7491964.345747582,752667001.1066453,358562421.6622749,96359255.90825556,454921677.57053035,98572358.57510354,7935234337.314387,1256787467.3706286,1658944099.7146666,22184236.414134346,371954.3718385795,931442482.2625122,7935234337.314387,968534885.0994159,826987504.5163662,,622858721.6341314,204128782.88223484,60393110.220549345,12138510.241594922,72531620.46214426,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
04,Litoral Leste,2017,3,1362.0,989.0,373.0,2351.0,1109.6614206720544,9644025.0,27476.0,,,17648505.4,23570393.21,6010.219999999999,26958.58,2462067.9699999997,43713935.379999995,9311792.940000001,1027994.09,10339787.030000001,4007379.84,38971318.0,24384897.0,1632942.0,1564501.0,0.0,0.0,38971318.0,204174.0,70825600.3,60239695.73,55446784.13,4792911.6,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,2911623.0,521636.7,3433259.7,1.5320445494065873,1700.0507312273912,14775075.935590863,,27038296.50324272,36110892.44475053,9207.924791734458,41301.74554874144,3771997.8137070406,66971696.432040766,14266081.618929744,1574932.7424066847,15841014.361336427,6139484.441273842,59705795.325090826,37358748.53669104,2501739.8905970915,2396885.2295911554,0.0,0.0,59705795.325090826,108507974.89806455,92289897.50105776,,84946943.40849017,7342954.092567605,4460736.147076856,799170.6630054392,5259906.810082295,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
05,Litoral Norte,2017,3,919.0,707.0,212.0,1626.0,1058.4243542435424,23320267.0,58109.0,,,36831663.68,53723911.42,1850.97,32812.159999999996,683815.34,91274053.57,9281413.65,1400603.18,10682016.83,6522196.880000001,46059040.0,38495200.0,6423152.0,252934.0,0.0,0.0,46059040.0,398444.0,41068680.95,35292834.41,24855676.68,10437157.73,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,3114201.01,5839353.71,8953554.719999999,1.5320445494065873,1621.553262878006,35727687.94805631,,56427749.58652057,82307425.66381331,2835.768499615111,50269.690882256844,1047635.5644476123,139835916.27416334,14219539.1932704,2145786.4678005334,16365325.661070932,9992296.180160651,70564501.18289998,58976361.33831646,9840555.01161002,387506.15605960577,0.0,0.0,70564501.18289998,62919048.80076565,54070194.590949744,,38080003.97940642,15990190.61154333,4771094.683126989,8946150.023462635,13717244.70658962,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
06,Litoral Oeste / Vale do Curu,2017,3,693.0,985.0,-292.0,1678.0,1004.7729439809297,23132482.0,57908.0,,,32995031.88,50322173.95,4761.65,27247.44,2622594.57,85971809.49,10162619.92,1432455.02,11595074.940000001,8305224.84,53322142.0,42859668.0,4888563.0,1279727.0,0.0,0.0,53322142.0,394595.0,33748428.300000004,29209660.83,25431796.68,3777864.15,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,5257199.64,820063.78,6077263.42,1.5320445494065873,1539.3569122171934,35439992.962345995,,50549858.74925058,77095812.31438766,7295.059928681876,41744.29193728302,4017931.716271812,131712642.131776,15569586.456126807,2194584.9056611042,17764171.361787915,12723974.447718196,81691897.01378407,65662920.74877593,7489496.2985807145,1960598.7750784438,0.0,0.0,81691897.01378407,51704095.62805402,44750501.66461659,,38962645.485210545,5787856.17940605,8054264.053604272,1256374.2443147628,9310638.297919035,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
07,Maciço do Baturité,2017,3,328.0,344.0,-16.0,672.0,1135.8348214285713,13548451.0,36083.0,,,27240084.619999997,31157567.58,2434.33,19901.12,354876.47,58774864.12,7100567.720000001,965794.51,8066362.23,3266768.08,27350010.0,21199530.0,1354468.0,3178363.0,0.0,0.0,27350010.0,242385.0,56889078.94,52764711.75,51248319.55,1516392.2,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,8095266.27,557271.78,8652538.049999999,1.5320445494065873,1740.1495471958472,20756830.507452227,,41733023.167445205,47734781.58370639,3729.5020079569376,30489.40242308642,543686.5615761502,90045710.2171588,10878386.07311836,1479640.214892306,12358026.288010666,5004834.231139422,41901433.74671566,32478624.38648143,2075105.3167456414,4869393.710185569,0.0,0.0,41901433.74671566,87156603.31078807,80837889.03759721,,78514708.63282454,2323180.4047726635,12402308.564948494,853765.1930871069,13256073.7580356,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
08,Serra da Ibiapaba,2017,3,900.0,608.0,292.0,1508.0,1146.6704244031832,20524386.0,52749.0,,,30309389.66,46447723.86,4410.9,22674.54,437749.37,77221948.33,5703120.199999999,1530378.7000000002,7233498.9,2890995.53,39562018.0,31500737.0,3351893.0,2903850.0,0.0,0.0,39562018.0,357080.0,32798521.99,28999667.93,27015106.73,1984561.2,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,1280678.35,583076.89,1863755.2400000002,1.5320445494065873,1756.7501736726351,31444273.70121687,,46435335.224443376,71159982.17205529,6757.695302977515,34738.40541730164,670651.5363146674,118307465.03353362,8737434.217020605,2344608.345862939,11082042.562883545,4429133.944095308,60610774.04042529,48260532.423140414,5135249.400844094,4448827.564794319,0.0,0.0,60610774.04042529,50248796.84337159,44428783.18675751,,41388347.017333716,3040436.1694237962,1962056.2856605218,893299.7712094443,2855356.0568699664,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
09,Sertão Central,2017,3,579.0,668.0,-89.0,1247.0,1176.7193263833199,20769034.0,55362.0,,,33762358.17,46208167.92,3025.14,30175.56,419014.37,80422741.16,8337045.5,1033792.3,9370837.8,5095902.609999999,46505683.0,34598269.0,2963721.0,1437850.0,0.0,0.0,46505683.0,392811.0,70593918.1,64530313.45,61036161.98,3494151.47,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,14261239.1,958435.67,15219674.77,1.5320445494065873,1802.7864301669563,31819085.336140092,,51725436.80946147,70792971.79990032,4634.649248191843,46230.302223291445,641948.6816815351,123211222.24251479,12772725.116429716,1583815.8584334997,14356540.974863216,7807149.817957302,71248778.15658058,53006089.440352894,4540552.60401184,2202850.2553642616,0.0,0.0,71248778.15658058,108153027.44636002,98863314.9925711,,93510119.27815656,5353195.714414515,21848853.630939104,1468366.1441803507,23317219.775119454,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
10,Sertão de Canindé,2017,3,259.0,241.0,18.0,500.0,1004.628,14333577.0,33183.0,,,17648505.380000003,25882229.84,2011.67,9901.720000000001,228075.72999999998,43770724.34,3121700.09,814834.19,3936534.28,1862993.34,41549328.0,34426597.0,1762520.0,214084.0,0.0,0.0,41549328.0,205936.0,18728555.01,14992078.16,12492749.22,2499328.94,,,6389261.470000001,8895657.844788,19760051.663331,35044970.978119,94.59,2173.4154580334657,0.0203,969035.47,160585.2,1129620.67,1.5320445494065873,1539.134851581241,21959678.516349625,,27038296.472601835,39652729.15286053,3081.9680587047496,15169.876155750195,349422.17899842846,67058699.64867525,4782583.607766553,1248362.2794596315,6030945.887226184,2854188.792127773,63655421.4939065,52743080.28846717,2700259.159220098,327986.2253151598,0.0,0.0,63655421.4939065,28692980.621331934,22968531.629305538,,19139448.349604394,3829083.2797011435,1484605.5099951506,246023.68037536673,1730629.190370517,9788633.20984702,13628544.114493405,30273279.446798824,53690456.77113926
