ano_bim,bimestre,uf,transferencias_federais_nominal,transferencias_federais_real
2025,4,MA,7520565564.679999,7602083877.139594
2025,4,PB,2811351135.95,2841824455.8569927
2025,4,PE,6387695306.400001,6456934000.937724
2025,4,PI,2969444731.980001,3001631689.3851576
2025,4,RN,2674928530.6199994,2703923113.2602005
2025,4,SE,2544796904.649999,2572380940.376479
2025,5,AL,3691332755.1200004,3710180478.687678
2025,5,BA,10630051033.769999,10684327436.545366
2025,5,CE,4719956435.9800005,4744056250.344728
2025,5,MA,4367293433.780001,4389592572.015275
2025,5,PB,2632225998.0799994,2645665986.092636
2025,5,PE,5021112986.540001,5046750488.182495
2025,5,PI,2991864047.009999,3007140325.322189
2025,5,RN,3310566488.01,3327470041.86379
2025,5,SE,2547917518.0799994,2560927032.0522647
2025,6,AL,3806534620.0600004,3806534620.0600004
2025,6,BA,9660213893.72,9660213893.72
2025,6,CE,7196765687.459998,7196765687.459998
2025,6,MA,6848214085.66,6848214085.66
2025,6,PB,4217680562.030001,4217680562.030001
2025,6,PE,7214682208.850001,7214682208.850001
2025,6,PI,3892498137.1800017,3892498137.1800017
2025,6,RN,3581730117.2400007,3581730117.2400007
2025,6,SE,3513472161.7900014,3513472161.7900014
