ano,mes,sigla_uf,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio
2018,6,CE,29982,29257,725,59239,1262.4683569945475
2018,6,MA,13510,10703,2807,24213,1296.7393961921282
2018,6,PB,9115,8714,401,17829,1190.073419709462
2018,6,PE,28351,28230,121,56581,1334.713879217405
2018,6,PI,7421,6939,482,14360,1185.175
2018,6,RN,11750,10945,805,22695,1187.5727252698832
2018,6,SE,6244,6107,137,12351,1216.2712330985346
2018,7,AL,7704,6570,1134,14274,1209.880972397366
2018,7,BA,46335,44663,1672,90998,1364.3684916152004
2018,7,CE,30410,29616,794,60026,1260.4124879219005
2018,7,MA,12373,10520,1853,22893,1369.5546236840955
2018,7,PB,10654,9301,1353,19955,1197.1673264845904
2018,7,PE,28612,28723,-111,57335,1345.0843812679864
2018,7,PI,7118,6918,200,14036,1184.8975491593046
2018,7,RN,11937,11367,570,23304,1218.4929625815312
2018,7,SE,6617,6919,-302,13536,1257.5320626477542
2018,8,AL,11658,7768,3890,19426,1177.4180479769382
2018,8,BA,51019,46155,4864,97174,1378.7994422376355
2018,8,CE,35247,30586,4661,65833,1228.4384882961433
2018,8,MA,12155,12221,-66,24376,1331.8929684936002
2018,8,PB,16914,9670,7244,26584,1159.2685826060788
2018,8,PE,41284,29721,11563,71005,1288.1446799521161
2018,8,PI,7665,7254,411,14919,1191.0073731483344
2018,8,RN,15797,11311,4486,27108,1174.2061752988047
2018,8,SE,6969,7562,-593,14531,1197.1101094212374
2018,9,AL,21591,6412,15179,28003,1232.212477234582
2018,9,BA,48969,40460,8509,89429,1376.2729427814243
2018,9,CE,33347,26992,6355,60339,1232.6505079633405
2018,9,MA,11835,10106,1729,21941,1343.2870880999044
2018,9,PB,10287,8204,2083,18491,1188.864312368179
2018,9,PE,46984,25570,21414,72554,1243.1213992336743
2018,9,PI,7619,6400,1219,14019,1169.9865182965975
2018,9,RN,11815,10089,1726,21904,1187.3692019722425
2018,9,SE,9613,5650,3963,15263,1177.5449125335779
2018,10,AL,10117,6739,3378,16856,1207.8541765543428
2018,10,BA,48140,47515,625,95655,1361.817249490356
2018,10,CE,34025,30356,3669,64381,1229.6537021792144
2018,10,MA,12554,11890,664,24444,1385.0725740468008
2018,10,PB,10061,8822,1239,18883,1175.1042207276387
2018,10,PE,30166,31496,-1330,61662,1335.8389283513347
2018,10,PI,7326,7076,250,14402,1207.1967087904459
2018,10,RN,12627,10136,2491,22763,1195.1431270043493
2018,10,SE,8667,6227,2440,14894,1180.577078017994
2018,11,AL,8005,7794,211,15799,1181.8612570415848
2018,11,BA,46351,45387,964,91738,1341.5523011184025
2018,11,CE,30994,28745,2249,59739,1243.8381794137833
2018,11,MA,11239,11519,-280,22758,1334.7852183847438
2018,11,PB,9336,8322,1014,17658,1182.2414769509571
2018,11,PE,32346,30533,1813,62879,1318.1739690516706
2018,11,PI,6435,6721,-286,13156,1202.5212830647613
2018,11,RN,12009,10323,1686,22332,1152.0221207236252
2018,11,SE,6430,6500,-70,12930,1195.2353441608661
2018,12,AL,6522,8062,-1540,14584,1204.299643444871
2018,12,BA,39501,51206,-11705,90707,1396.4944491604838
2018,12,CE,23514,28995,-5481,52509,1278.0648650707499
2018,12,MA,7770,10688,-2918,18458,1394.2855672337198
2018,12,PB,7515,10131,-2616,17646,1203.3441006460387
2018,12,PE,22810,37764,-14954,60574,1410.006867632978
2018,12,PI,6233,7056,-823,13289,1186.6638573256078
2018,12,RN,9808,12076,-2268,21884,1194.2689636263938
2018,12,SE,5037,6716,-1679,11753,1236.25168042202
2019,2,AL,8189,10444,-2255,18633,1269.3728331454945
2019,2,BA,49056,43350,5706,92406,1392.5220548449236
2019,2,CE,34029,32164,1865,66193,1305.5922529572613
2019,2,MA,11099,12081,-982,23180,1365.1840811044003
2019,2,PB,10607,10175,432,20782,1194.3561736117795
2019,2,PE,30408,42804,-12396,73212,1312.6021553843632
2019,2,PI,8056,8456,-400,16512,1297.9322311046512
2019,2,RN,11845,14094,-2249,25939,1185.3990130691236
2019,2,SE,7267,9429,-2162,16696,1180.6850143747006
2019,4,AL,6964,11656,-4692,18620,1379.9228786251342
2019,4,BA,55305,45212,10093,100517,1378.6296845309748
2019,4,CE,30735,28582,2153,59317,1325.86631151272
2019,4,MA,18321,11640,6681,29961,1388.8839825105972
2019,4,PB,10025,9247,778,19272,1208.5308738065587
2019,4,PE,31001,30576,425,61577,1360.448966334833
2019,4,PI,6828,6821,7,13649,1237.786431240384
2019,4,RN,11328,11829,-501,23157,1189.989592779721
2019,4,SE,6461,5812,649,12273,1290.1456856514299
2019,5,AL,7577,8323,-746,15900,1248.656855345912
2019,5,BA,51609,49069,2540,100678,1400.3316315381712
2019,5,CE,30571,31999,-1428,62570,1321.8103883650313
2019,5,MA,11931,12037,-106,23968,1363.0461031375166
2019,5,PB,10013,9330,683,19343,1217.0251253683502
2019,5,PE,31630,29929,1701,61559,1399.7081011712341
2019,5,PI,9069,8029,1040,17098,1180.4079424494093
2019,5,RN,11234,11730,-496,22964,1221.8282529176101
2019,5,SE,7079,6948,131,14027,1242.0612390389963
2019,6,AL,7400,8261,-861,15661,1287.2258476470213
2019,6,BA,46922,44560,2362,91482,1404.325320828141
2019,6,CE,29410,29532,-122,58942,1347.7840928370263
2019,6,MA,13425,11424,2001,24849,1375.0220532013361
2019,6,PB,9505,10300,-795,19805,1289.3089118909365
2019,6,PE,28834,29087,-253,57921,1407.9243279639509
2019,6,PI,8599,7291,1308,15890,1223.925676526117
2019,6,RN,11452,10215,1237,21667,1222.209812156736
2019,6,SE,6217,5952,265,12169,1204.6904429287533
2019,7,AL,9503,8033,1470,17536,1299.355269160584
2019,7,BA,50878,53153,-2275,104031,1431.029962222799
2019,7,CE,32979,32089,890,65068,1326.996634290281
2019,7,MA,12199,12174,25,24373,1400.0826734501293
2019,7,PB,12015,10145,1870,22160,1273.4188176895307
2019,7,PE,30016,30112,-96,60128,1412.3359998669505
2019,7,PI,7972,7619,353,15591,1242.914245397986
2019,7,RN,13174,12386,788,25560,1261.1762910798122
2019,7,SE,6187,6630,-443,12817,1270.9954747600843
2019,10,AL,9884,7594,2290,17478,1259.1230117862456
2019,10,BA,52668,53257,-589,105925,1447.4998725513335
2019,10,CE,34147,30651,3496,64798,1327.8047470600945
2019,10,MA,14353,11133,3220,25486,1386.4403986502393
2019,10,PB,11695,9831,1864,21526,1231.0479884790486
2019,10,PE,36089,30982,5107,67071,1359.2224359261081
2019,10,PI,8118,7394,724,15512,1238.6694816915935
2019,10,RN,13352,10372,2980,23724,1207.434581015006
2019,10,SE,9096,6412,2684,15508,1240.0620324993552
2019,11,AL,8554,7227,1327,15781,1243.107787846144
2019,11,BA,54392,50434,3958,104826,1466.7932192395017
2019,11,CE,32262,27402,4860,59664,1324.974255832663
2019,11,MA,12465,11302,1163,23767,1354.5062060840662
2019,11,PB,10856,8913,1943,19769,1241.3379027770752
2019,11,PE,32802,29608,3194,62410,1360.6818298349624
2019,11,PI,7437,7237,200,14674,1258.9422107128255
2019,11,RN,11606,9916,1690,21522,1236.513056407397
2019,11,SE,7519,6030,1489,13549,1231.1905675695623
2019,12,AL,6059,7218,-1159,13277,1244.218573472923
2019,12,BA,42149,53523,-11374,95672,1495.2975896814114
2019,12,CE,22718,26114,-3396,48832,1350.3317087155963
2019,12,MA,9378,12799,-3421,22177,1383.141813590657
2019,12,PB,8196,11188,-2992,19384,1292.7001134956665
2019,12,PE,24737,30095,-5358,54832,1372.8199044353662
2019,12,PI,5274,8231,-2957,13505,1262.05331358756
2019,12,RN,9999,13132,-3133,23131,1244.3398037266006
2019,12,SE,5818,6831,-1013,12649,1273.8048857617202
