cod_ibge,regiao_codigo,regiao_nome,ano,mes,credito_operacoes
2304400,03,Grande Fortaleza,2020,6,6445329786.0
2304707,05,Litoral Norte,2020,6,37253230.0
2305233,03,Grande Fortaleza,2020,6,26713158.0
2305506,02,Centro Sul,2020,6,50986753.0
2306306,06,Litoral Oeste / Vale do Curu,2020,6,33556538.0
2306405,06,Litoral Oeste / Vale do Curu,2020,6,70282907.0
2306900,14,Vale do Jaguaribe,2020,6,30267450.0
2307304,01,Cariri,2020,6,65560261.0
2307502,01,Cariri,2020,6,16912881.0
2307601,14,Vale do Jaguaribe,2020,6,42305429.0
2307650,03,Grande Fortaleza,2020,6,117040714.0
2307700,03,Grande Fortaleza,2020,6,36806522.0
2308500,09,Sertão Central,2020,6,16010209.0
2309300,12,Sertão dos Crateús,2020,6,38491940.0
2309607,03,Grande Fortaleza,2020,6,28021611.0
2311306,09,Sertão Central,2020,6,36001602.0
2311405,09,Sertão Central,2020,6,10983322.0
2311801,14,Vale do Jaguaribe,2020,6,26866647.0
2312205,12,Sertão dos Crateús,2020,6,12147554.0
2312304,08,Serra da Ibiapaba,2020,6,31580033.0
2312908,11,Sertão de Sobral,2020,6,52600725.0
2313302,13,Sertão dos Inhamuns,2020,6,20348991.0
2313401,08,Serra da Ibiapaba,2020,6,21537249.0
2314102,08,Serra da Ibiapaba,2020,6,10832061.0
2300200,05,Litoral Norte,2020,7,30390464.0
2300309,02,Centro Sul,2020,7,9904928.0
2301000,03,Grande Fortaleza,2020,7,23983246.0
2301109,04,Litoral Leste,2020,7,37005476.0
2301901,01,Cariri,2020,7,24124713.0
2302107,07,Maciço do Baturité,2020,7,44015618.0
2302404,10,Sertão de Canindé,2020,7,23810899.0
2302503,01,Cariri,2020,7,46093774.0
2302701,01,Cariri,2020,7,30013797.0
2302800,10,Sertão de Canindé,2020,7,39215072.0
2303501,03,Grande Fortaleza,2020,7,29846392.0
2303709,03,Grande Fortaleza,2020,7,101247857.0
2304103,12,Sertão dos Crateús,2020,7,35722458.0
2304202,01,Cariri,2020,7,41382370.0
2304285,03,Grande Fortaleza,2020,7,20006421.0
2304400,03,Grande Fortaleza,2020,7,6430187552.0
2304707,05,Litoral Norte,2020,7,38490243.0
2305233,03,Grande Fortaleza,2020,7,26836982.0
2305506,02,Centro Sul,2020,7,50813734.0
2306306,06,Litoral Oeste / Vale do Curu,2020,7,34899741.0
2306405,06,Litoral Oeste / Vale do Curu,2020,7,72775020.0
2306900,14,Vale do Jaguaribe,2020,7,30616739.0
2307304,01,Cariri,2020,7,64097726.0
2307502,01,Cariri,2020,7,16703757.0
2307601,14,Vale do Jaguaribe,2020,7,42103874.0
2307650,03,Grande Fortaleza,2020,7,121839674.0
2307700,03,Grande Fortaleza,2020,7,36586604.0
2308500,09,Sertão Central,2020,7,15682234.0
2309300,12,Sertão dos Crateús,2020,7,40157603.0
2309607,03,Grande Fortaleza,2020,7,28192784.0
2311306,09,Sertão Central,2020,7,35977510.0
2311405,09,Sertão Central,2020,7,11012809.0
2311801,14,Vale do Jaguaribe,2020,7,26941706.0
2312205,12,Sertão dos Crateús,2020,7,12233442.0
2312304,08,Serra da Ibiapaba,2020,7,32719636.0
2312908,11,Sertão de Sobral,2020,7,51965430.0
2313302,13,Sertão dos Inhamuns,2020,7,20695412.0
2313401,08,Serra da Ibiapaba,2020,7,22899368.0
2314102,08,Serra da Ibiapaba,2020,7,11389638.0
2300200,05,Litoral Norte,2020,8,31260902.0
2300309,02,Centro Sul,2020,8,9777181.0
2301000,03,Grande Fortaleza,2020,8,24599992.0
2301109,04,Litoral Leste,2020,8,37022916.0
2301901,01,Cariri,2020,8,23888425.0
2302107,07,Maciço do Baturité,2020,8,44417156.0
2302404,10,Sertão de Canindé,2020,8,23953626.0
2302503,01,Cariri,2020,8,45782142.0
2302701,01,Cariri,2020,8,29626598.0
2302800,10,Sertão de Canindé,2020,8,39986800.0
2303501,03,Grande Fortaleza,2020,8,29298801.0
2303709,03,Grande Fortaleza,2020,8,98165412.0
2304103,12,Sertão dos Crateús,2020,8,35463655.0
2304202,01,Cariri,2020,8,41346830.0
2304285,03,Grande Fortaleza,2020,8,19583833.0
2304400,03,Grande Fortaleza,2020,8,6418910688.0
2304707,05,Litoral Norte,2020,8,39174938.0
2305233,03,Grande Fortaleza,2020,8,26620937.0
2305506,02,Centro Sul,2020,8,50606553.0
2306306,06,Litoral Oeste / Vale do Curu,2020,8,35319686.0
2306405,06,Litoral Oeste / Vale do Curu,2020,8,73303005.0
2306900,14,Vale do Jaguaribe,2020,8,30478220.0
2307304,01,Cariri,2020,8,63215325.0
2307502,01,Cariri,2020,8,16677424.0
2307601,14,Vale do Jaguaribe,2020,8,41062973.0
2307650,03,Grande Fortaleza,2020,8,123023520.0
2307700,03,Grande Fortaleza,2020,8,36566630.0
2308500,09,Sertão Central,2020,8,15076871.0
2309300,12,Sertão dos Crateús,2020,8,40259758.0
2309607,03,Grande Fortaleza,2020,8,28138962.0
2311306,09,Sertão Central,2020,8,35563301.0
2311405,09,Sertão Central,2020,8,10122312.0
2311801,14,Vale do Jaguaribe,2020,8,26018067.0
2312205,12,Sertão dos Crateús,2020,8,12613859.0
2312304,08,Serra da Ibiapaba,2020,8,33312322.0
2312908,11,Sertão de Sobral,2020,8,53394259.0
2313302,13,Sertão dos Inhamuns,2020,8,20556227.0
2313401,08,Serra da Ibiapaba,2020,8,24009247.0
2314102,08,Serra da Ibiapaba,2020,8,11802220.0
2300200,05,Litoral Norte,2020,9,29343917.0
2300309,02,Centro Sul,2020,9,8914311.0
2301000,03,Grande Fortaleza,2020,9,23496651.0
2301109,04,Litoral Leste,2020,9,35949314.0
2301901,01,Cariri,2020,9,21594280.0
2302107,07,Maciço do Baturité,2020,9,41384036.0
2302404,10,Sertão de Canindé,2020,9,22953874.0
2302503,01,Cariri,2020,9,42738391.0
2302701,01,Cariri,2020,9,27705429.0
2302800,10,Sertão de Canindé,2020,9,38562237.0
2303501,03,Grande Fortaleza,2020,9,27353475.0
2303709,03,Grande Fortaleza,2020,9,90103526.0
2304103,12,Sertão dos Crateús,2020,9,33488429.0
2304202,01,Cariri,2020,9,39884058.0
2304285,03,Grande Fortaleza,2020,9,18469437.0
2304400,03,Grande Fortaleza,2020,9,6548145024.0
2304707,05,Litoral Norte,2020,9,37198463.0
2305233,03,Grande Fortaleza,2020,9,25314109.0
2305506,02,Centro Sul,2020,9,48387359.0
2306306,06,Litoral Oeste / Vale do Curu,2020,9,32774409.0
2306405,06,Litoral Oeste / Vale do Curu,2020,9,68345930.0
2306900,14,Vale do Jaguaribe,2020,9,28773895.0
2307304,01,Cariri,2020,9,60463288.0
2307502,01,Cariri,2020,9,15952975.0
2307601,14,Vale do Jaguaribe,2020,9,40124785.0
2307650,03,Grande Fortaleza,2020,9,116816971.0
2307700,03,Grande Fortaleza,2020,9,35024131.0
2308500,09,Sertão Central,2020,9,14686276.0
2309300,12,Sertão dos Crateús,2020,9,38257524.0
2309607,03,Grande Fortaleza,2020,9,26471331.0
2311306,09,Sertão Central,2020,9,34491239.0
2311405,09,Sertão Central,2020,9,9911783.0
2311801,14,Vale do Jaguaribe,2020,9,23696424.0
2312205,12,Sertão dos Crateús,2020,9,12050067.0
2312304,08,Serra da Ibiapaba,2020,9,31808232.0
2312908,11,Sertão de Sobral,2020,9,51271382.0
2313302,13,Sertão dos Inhamuns,2020,9,21084402.0
2313401,08,Serra da Ibiapaba,2020,9,22811085.0
2314102,08,Serra da Ibiapaba,2020,9,11529029.0
2300200,05,Litoral Norte,2020,10,29169206.0
2300309,02,Centro Sul,2020,10,9852259.0
2301000,03,Grande Fortaleza,2020,10,24133129.0
2301109,04,Litoral Leste,2020,10,37493739.0
2301901,01,Cariri,2020,10,23178456.0
2302107,07,Maciço do Baturité,2020,10,44751448.0
2302404,10,Sertão de Canindé,2020,10,22717045.0
2302503,01,Cariri,2020,10,44441834.0
2302701,01,Cariri,2020,10,29751966.0
2302800,10,Sertão de Canindé,2020,10,38436429.0
2303501,03,Grande Fortaleza,2020,10,29402503.0
2303709,03,Grande Fortaleza,2020,10,95392242.0
2304103,12,Sertão dos Crateús,2020,10,33753045.0
2304202,01,Cariri,2020,10,43401017.0
2304285,03,Grande Fortaleza,2020,10,19637195.0
2304400,03,Grande Fortaleza,2020,10,6721059062.0
2304707,05,Litoral Norte,2020,10,36264888.0
2305233,03,Grande Fortaleza,2020,10,27082600.0
2305506,02,Centro Sul,2020,10,49710256.0
2306306,06,Litoral Oeste / Vale do Curu,2020,10,32830696.0
2306405,06,Litoral Oeste / Vale do Curu,2020,10,70497626.0
2306900,14,Vale do Jaguaribe,2020,10,30163146.0
2307304,01,Cariri,2020,10,67393309.0
2307502,01,Cariri,2020,10,16392197.0
2307601,14,Vale do Jaguaribe,2020,10,42850920.0
2307650,03,Grande Fortaleza,2020,10,125871658.0
2307700,03,Grande Fortaleza,2020,10,37921957.0
2308500,09,Sertão Central,2020,10,15778754.0
2309300,12,Sertão dos Crateús,2020,10,38851864.0
2309607,03,Grande Fortaleza,2020,10,27736420.0
2311306,09,Sertão Central,2020,10,35140831.0
2311405,09,Sertão Central,2020,10,9963770.0
2311801,14,Vale do Jaguaribe,2020,10,24914092.0
2312205,12,Sertão dos Crateús,2020,10,12020253.0
2312304,08,Serra da Ibiapaba,2020,10,32157664.0
2312908,11,Sertão de Sobral,2020,10,50804671.0
2313302,13,Sertão dos Inhamuns,2020,10,22507058.0
2313401,08,Serra da Ibiapaba,2020,10,23767423.0
2314102,08,Serra da Ibiapaba,2020,10,11457053.0
2300200,05,Litoral Norte,2020,11,30711142.0
2300309,02,Centro Sul,2020,11,10827859.0
2301000,03,Grande Fortaleza,2020,11,24651647.0
2301109,04,Litoral Leste,2020,11,39525611.0
2301901,01,Cariri,2020,11,25460763.0
2302107,07,Maciço do Baturité,2020,11,46955877.0
2302404,10,Sertão de Canindé,2020,11,24099124.0
2302503,01,Cariri,2020,11,46950984.0
2302701,01,Cariri,2020,11,31808874.0
2302800,10,Sertão de Canindé,2020,11,41627327.0
2303501,03,Grande Fortaleza,2020,11,32655759.0
2303709,03,Grande Fortaleza,2020,11,104735766.0
2304103,12,Sertão dos Crateús,2020,11,37670378.0
2304202,01,Cariri,2020,11,47401690.0
2304285,03,Grande Fortaleza,2020,11,20598438.0
2304400,03,Grande Fortaleza,2020,11,6873646382.0
2304707,05,Litoral Norte,2020,11,38416711.0
2305233,03,Grande Fortaleza,2020,11,28728376.0
2305506,02,Centro Sul,2020,11,53604559.0
2306306,06,Litoral Oeste / Vale do Curu,2020,11,35330743.0
2306405,06,Litoral Oeste / Vale do Curu,2020,11,75756550.0
2306900,14,Vale do Jaguaribe,2020,11,32296904.0
2307304,01,Cariri,2020,11,72699419.0
2307502,01,Cariri,2020,11,17554535.0
2307601,14,Vale do Jaguaribe,2020,11,46602275.0
2307650,03,Grande Fortaleza,2020,11,130603125.0
2307700,03,Grande Fortaleza,2020,11,40321872.0
2308500,09,Sertão Central,2020,11,16789307.0
2309300,12,Sertão dos Crateús,2020,11,43584675.0
2309607,03,Grande Fortaleza,2020,11,29089030.0
2311306,09,Sertão Central,2020,11,38084992.0
2311405,09,Sertão Central,2020,11,10754865.0
2311801,14,Vale do Jaguaribe,2020,11,27080602.0
2312205,12,Sertão dos Crateús,2020,11,13119318.0
2312304,08,Serra da Ibiapaba,2020,11,35386177.0
2312908,11,Sertão de Sobral,2020,11,53824538.0
2313302,13,Sertão dos Inhamuns,2020,11,23726830.0
2313401,08,Serra da Ibiapaba,2020,11,25522820.0
2314102,08,Serra da Ibiapaba,2020,11,11957972.0
2300200,05,Litoral Norte,2020,12,34391349.0
2300309,02,Centro Sul,2020,12,11216670.0
2301000,03,Grande Fortaleza,2020,12,26391087.0
2301109,04,Litoral Leste,2020,12,44543148.0
2301901,01,Cariri,2020,12,26900916.0
2302107,07,Maciço do Baturité,2020,12,52389619.0
2302404,10,Sertão de Canindé,2020,12,26606805.0
2302503,01,Cariri,2020,12,48487662.0
2302701,01,Cariri,2020,12,34010188.0
2302800,10,Sertão de Canindé,2020,12,45325690.0
2303501,03,Grande Fortaleza,2020,12,37175963.0
2303709,03,Grande Fortaleza,2020,12,116828716.0
2304103,12,Sertão dos Crateús,2020,12,41496260.0
2304202,01,Cariri,2020,12,50133338.0
2304285,03,Grande Fortaleza,2020,12,22621865.0
2304400,03,Grande Fortaleza,2020,12,7070418543.0
2304707,05,Litoral Norte,2020,12,42007428.0
2305233,03,Grande Fortaleza,2020,12,33065807.0
2305506,02,Centro Sul,2020,12,58204903.0
2306306,06,Litoral Oeste / Vale do Curu,2020,12,39703923.0
2306405,06,Litoral Oeste / Vale do Curu,2020,12,83616171.0
2306900,14,Vale do Jaguaribe,2020,12,35969973.0
2307304,01,Cariri,2020,12,76868802.0
2307502,01,Cariri,2020,12,19167590.0
2307601,14,Vale do Jaguaribe,2020,12,53150392.0
2307650,03,Grande Fortaleza,2020,12,143638096.0
2307700,03,Grande Fortaleza,2020,12,44342463.0
2308500,09,Sertão Central,2020,12,18022456.0
2309300,12,Sertão dos Crateús,2020,12,47906344.0
2309607,03,Grande Fortaleza,2020,12,34727397.0
2311306,09,Sertão Central,2020,12,43343321.0
2311405,09,Sertão Central,2020,12,12174589.0
2311801,14,Vale do Jaguaribe,2020,12,31340240.0
2312205,12,Sertão dos Crateús,2020,12,14545421.0
2312304,08,Serra da Ibiapaba,2020,12,38777473.0
2312908,11,Sertão de Sobral,2020,12,58604983.0
2313302,13,Sertão dos Inhamuns,2020,12,25147218.0
2313401,08,Serra da Ibiapaba,2020,12,27497314.0
2314102,08,Serra da Ibiapaba,2020,12,13644736.0
2300200,05,Litoral Norte,2021,1,33817014.0
2300309,02,Centro Sul,2021,1,10388504.0
2301000,03,Grande Fortaleza,2021,1,25642949.0
2301109,04,Litoral Leste,2021,1,44556307.0
2301901,01,Cariri,2021,1,26442959.0
2302107,07,Maciço do Baturité,2021,1,50790796.0
2302404,10,Sertão de Canindé,2021,1,27045403.0
2302503,01,Cariri,2021,1,49189094.0
2302701,01,Cariri,2021,1,36074217.0
2302800,10,Sertão de Canindé,2021,1,46211193.0
2303501,03,Grande Fortaleza,2021,1,36762688.0
2303709,03,Grande Fortaleza,2021,1,116441252.0
2304103,12,Sertão dos Crateús,2021,1,41659881.0
2304202,01,Cariri,2021,1,49797396.0
2304285,03,Grande Fortaleza,2021,1,22592512.0
2304400,03,Grande Fortaleza,2021,1,6712299581.0
2304707,05,Litoral Norte,2021,1,42444709.0
2305233,03,Grande Fortaleza,2021,1,31336958.0
2305506,02,Centro Sul,2021,1,56502687.0
2306306,06,Litoral Oeste / Vale do Curu,2021,1,39548288.0
2306405,06,Litoral Oeste / Vale do Curu,2021,1,83266234.0
2306900,14,Vale do Jaguaribe,2021,1,34815076.0
2307304,01,Cariri,2021,1,76609114.0
2307502,01,Cariri,2021,1,19210791.0
2307601,14,Vale do Jaguaribe,2021,1,51531314.0
2307650,03,Grande Fortaleza,2021,1,142801417.0
2307700,03,Grande Fortaleza,2021,1,43537197.0
2308500,09,Sertão Central,2021,1,17153221.0
2309300,12,Sertão dos Crateús,2021,1,48384465.0
2309607,03,Grande Fortaleza,2021,1,34318777.0
2311306,09,Sertão Central,2021,1,43369123.0
2311405,09,Sertão Central,2021,1,11879521.0
2311801,14,Vale do Jaguaribe,2021,1,31809733.0
2312205,12,Sertão dos Crateús,2021,1,14668231.0
2312304,08,Serra da Ibiapaba,2021,1,39326798.0
2312908,11,Sertão de Sobral,2021,1,59935788.0
2313302,13,Sertão dos Inhamuns,2021,1,25299260.0
2313401,08,Serra da Ibiapaba,2021,1,27610824.0
2314102,08,Serra da Ibiapaba,2021,1,13806053.0
2300200,05,Litoral Norte,2021,2,35131244.0
2300309,02,Centro Sul,2021,2,10548660.0
2301000,03,Grande Fortaleza,2021,2,24988103.0
2301109,04,Litoral Leste,2021,2,45992377.0
2301901,01,Cariri,2021,2,27129364.0
2302107,07,Maciço do Baturité,2021,2,51561559.0
2302404,10,Sertão de Canindé,2021,2,28152707.0
2302503,01,Cariri,2021,2,49820342.0
2302701,01,Cariri,2021,2,35641781.0
2302800,10,Sertão de Canindé,2021,2,47754411.0
2303501,03,Grande Fortaleza,2021,2,36461556.0
2303709,03,Grande Fortaleza,2021,2,118147406.0
2304103,12,Sertão dos Crateús,2021,2,39310487.0
2304202,01,Cariri,2021,2,49996720.0
2304285,03,Grande Fortaleza,2021,2,22250641.0
2304400,03,Grande Fortaleza,2021,2,6810798179.0
2304707,05,Litoral Norte,2021,2,43986947.0
2305233,03,Grande Fortaleza,2021,2,30922647.0
2305506,02,Centro Sul,2021,2,56390998.0
2306306,06,Litoral Oeste / Vale do Curu,2021,2,40888720.0
2306405,06,Litoral Oeste / Vale do Curu,2021,2,84537723.0
2306900,14,Vale do Jaguaribe,2021,2,35144138.0
2307304,01,Cariri,2021,2,79177243.0
2307502,01,Cariri,2021,2,19322713.0
2307601,14,Vale do Jaguaribe,2021,2,51540310.0
2307650,03,Grande Fortaleza,2021,2,140348712.0
2307700,03,Grande Fortaleza,2021,2,43519417.0
2308500,09,Sertão Central,2021,2,16796812.0
2309300,12,Sertão dos Crateús,2021,2,49301522.0
2309607,03,Grande Fortaleza,2021,2,34624233.0
2311306,09,Sertão Central,2021,2,45204781.0
2311405,09,Sertão Central,2021,2,11810822.0
2311801,14,Vale do Jaguaribe,2021,2,32648835.0
2312205,12,Sertão dos Crateús,2021,2,15453436.0
2312304,08,Serra da Ibiapaba,2021,2,40339706.0
2312908,11,Sertão de Sobral,2021,2,64174430.0
2313302,13,Sertão dos Inhamuns,2021,2,29053679.0
2313401,08,Serra da Ibiapaba,2021,2,28742835.0
2314102,08,Serra da Ibiapaba,2021,2,14482437.0
2300200,05,Litoral Norte,2021,3,37032068.0
2300309,02,Centro Sul,2021,3,10532890.0
2301000,03,Grande Fortaleza,2021,3,24604703.0
2301109,04,Litoral Leste,2021,3,47165639.0
2301901,01,Cariri,2021,3,28369033.0
2302107,07,Maciço do Baturité,2021,3,52032874.0
2302404,10,Sertão de Canindé,2021,3,28962117.0
2302503,01,Cariri,2021,3,51388337.0
2302701,01,Cariri,2021,3,37083473.0
2302800,10,Sertão de Canindé,2021,3,48644366.0
2303501,03,Grande Fortaleza,2021,3,36159636.0
2303709,03,Grande Fortaleza,2021,3,117751094.0
2304103,12,Sertão dos Crateús,2021,3,44079780.0
2304202,01,Cariri,2021,3,51194317.0
2304285,03,Grande Fortaleza,2021,3,21993021.0
2304400,03,Grande Fortaleza,2021,3,6813969230.0
2304707,05,Litoral Norte,2021,3,43649816.0
2305233,03,Grande Fortaleza,2021,3,30297962.0
2305506,02,Centro Sul,2021,3,55694705.0
2306306,06,Litoral Oeste / Vale do Curu,2021,3,41977172.0
2306405,06,Litoral Oeste / Vale do Curu,2021,3,84964376.0
2306900,14,Vale do Jaguaribe,2021,3,36415548.0
2307304,01,Cariri,2021,3,78125013.0
2307502,01,Cariri,2021,3,19870503.0
2307601,14,Vale do Jaguaribe,2021,3,52380683.0
2307650,03,Grande Fortaleza,2021,3,137660160.0
2307700,03,Grande Fortaleza,2021,3,43351543.0
2308500,09,Sertão Central,2021,3,17032315.0
2309300,12,Sertão dos Crateús,2021,3,51928970.0
2309607,03,Grande Fortaleza,2021,3,33677834.0
2311306,09,Sertão Central,2021,3,45847550.0
2311405,09,Sertão Central,2021,3,11433317.0
2311801,14,Vale do Jaguaribe,2021,3,33340733.0
2312205,12,Sertão dos Crateús,2021,3,16055672.0
2312304,08,Serra da Ibiapaba,2021,3,41870009.0
2312908,11,Sertão de Sobral,2021,3,66025091.0
2313302,13,Sertão dos Inhamuns,2021,3,28513993.0
2313401,08,Serra da Ibiapaba,2021,3,30232810.0
2314102,08,Serra da Ibiapaba,2021,3,14437198.0
2300200,05,Litoral Norte,2021,4,37593648.0
2300309,02,Centro Sul,2021,4,10903898.0
2301000,03,Grande Fortaleza,2021,4,23578013.0
2301109,04,Litoral Leste,2021,4,47442060.0
2301901,01,Cariri,2021,4,29296426.0
2302107,07,Maciço do Baturité,2021,4,50270905.0
2302404,10,Sertão de Canindé,2021,4,29819435.0
2302503,01,Cariri,2021,4,51832128.0
2302701,01,Cariri,2021,4,37263844.0
2302800,10,Sertão de Canindé,2021,4,48215506.0
2303501,03,Grande Fortaleza,2021,4,34145381.0
2303709,03,Grande Fortaleza,2021,4,114919318.0
2304103,12,Sertão dos Crateús,2021,4,44262773.0
2304202,01,Cariri,2021,4,51267309.0
2304285,03,Grande Fortaleza,2021,4,21085182.0
2304400,03,Grande Fortaleza,2021,4,6814819958.0
2304707,05,Litoral Norte,2021,4,44166951.0
2305233,03,Grande Fortaleza,2021,4,30154676.0
2305506,02,Centro Sul,2021,4,56187783.0
2306306,06,Litoral Oeste / Vale do Curu,2021,4,42936299.0
2306405,06,Litoral Oeste / Vale do Curu,2021,4,86773047.0
2306900,14,Vale do Jaguaribe,2021,4,38332932.0
2307304,01,Cariri,2021,4,78754405.0
2307502,01,Cariri,2021,4,20611557.0
2307601,14,Vale do Jaguaribe,2021,4,53402760.0
2307650,03,Grande Fortaleza,2021,4,135138055.0
2307700,03,Grande Fortaleza,2021,4,43028258.0
2308500,09,Sertão Central,2021,4,17490060.0
2309300,12,Sertão dos Crateús,2021,4,52928194.0
2309607,03,Grande Fortaleza,2021,4,33841205.0
2311306,09,Sertão Central,2021,4,45025620.0
2311405,09,Sertão Central,2021,4,10729947.0
2311801,14,Vale do Jaguaribe,2021,4,33228717.0
2312205,12,Sertão dos Crateús,2021,4,16276841.0
2312304,08,Serra da Ibiapaba,2021,4,43062715.0
2312908,11,Sertão de Sobral,2021,4,66331074.0
2313302,13,Sertão dos Inhamuns,2021,4,29141307.0
2313401,08,Serra da Ibiapaba,2021,4,31764693.0
2314102,08,Serra da Ibiapaba,2021,4,13947955.0
2300200,05,Litoral Norte,2021,5,38756255.0
2300309,02,Centro Sul,2021,5,11702536.0
2301000,03,Grande Fortaleza,2021,5,23103507.0
2301109,04,Litoral Leste,2021,5,49953254.0
2301901,01,Cariri,2021,5,29996052.0
2302107,07,Maciço do Baturité,2021,5,51201592.0
2302404,10,Sertão de Canindé,2021,5,31871722.0
2302503,01,Cariri,2021,5,52734901.0
2302701,01,Cariri,2021,5,37639808.0
2302800,10,Sertão de Canindé,2021,5,49470081.0
2303501,03,Grande Fortaleza,2021,5,34849798.0
2303709,03,Grande Fortaleza,2021,5,114345408.0
2304103,12,Sertão dos Crateús,2021,5,45610547.0
2304202,01,Cariri,2021,5,53405077.0
2304285,03,Grande Fortaleza,2021,5,21021482.0
2304400,03,Grande Fortaleza,2021,5,6846982308.0
2304707,05,Litoral Norte,2021,5,46361438.0
2305233,03,Grande Fortaleza,2021,5,31273820.0
2305506,02,Centro Sul,2021,5,57146353.0
2306306,06,Litoral Oeste / Vale do Curu,2021,5,45411802.0
2306405,06,Litoral Oeste / Vale do Curu,2021,5,90888761.0
2306900,14,Vale do Jaguaribe,2021,5,39900528.0
2307304,01,Cariri,2021,5,81837060.0
2307502,01,Cariri,2021,5,21798207.0
2307601,14,Vale do Jaguaribe,2021,5,55104724.0
2307650,03,Grande Fortaleza,2021,5,135033976.0
2307700,03,Grande Fortaleza,2021,5,42945218.0
2308500,09,Sertão Central,2021,5,17868439.0
2309300,12,Sertão dos Crateús,2021,5,56357553.0
2309607,03,Grande Fortaleza,2021,5,33962703.0
2311306,09,Sertão Central,2021,5,47510779.0
2311405,09,Sertão Central,2021,5,11755489.0
2311801,14,Vale do Jaguaribe,2021,5,35060339.0
2312205,12,Sertão dos Crateús,2021,5,16686624.0
2312304,08,Serra da Ibiapaba,2021,5,44043393.0
2312908,11,Sertão de Sobral,2021,5,68479973.0
2313302,13,Sertão dos Inhamuns,2021,5,30163663.0
2313401,08,Serra da Ibiapaba,2021,5,32982218.0
2314102,08,Serra da Ibiapaba,2021,5,14571350.0
2300200,05,Litoral Norte,2021,6,40182259.0
2300309,02,Centro Sul,2021,6,11769246.0
2301000,03,Grande Fortaleza,2021,6,23096626.0
2301109,04,Litoral Leste,2021,6,54278392.0
2301901,01,Cariri,2021,6,31412165.0
2302107,07,Maciço do Baturité,2021,6,53599782.0
2302404,10,Sertão de Canindé,2021,6,33850794.0
2302503,01,Cariri,2021,6,55338968.0
2302701,01,Cariri,2021,6,37453168.0
2302800,10,Sertão de Canindé,2021,6,51043739.0
2303501,03,Grande Fortaleza,2021,6,36241149.0
2303709,03,Grande Fortaleza,2021,6,121429229.0
2304103,12,Sertão dos Crateús,2021,6,48270269.0
2304202,01,Cariri,2021,6,55091002.0
2304285,03,Grande Fortaleza,2021,6,20649874.0
2304400,03,Grande Fortaleza,2021,6,6626305979.0
2304707,05,Litoral Norte,2021,6,47905483.0
2305233,03,Grande Fortaleza,2021,6,32358664.0
2305506,02,Centro Sul,2021,6,58831257.0
2306306,06,Litoral Oeste / Vale do Curu,2021,6,47390694.0
2306405,06,Litoral Oeste / Vale do Curu,2021,6,96110546.0
2306900,14,Vale do Jaguaribe,2021,6,40838151.0
2307304,01,Cariri,2021,6,81028531.0
2307502,01,Cariri,2021,6,22449876.0
2307601,14,Vale do Jaguaribe,2021,6,56625054.0
2307650,03,Grande Fortaleza,2021,6,138505063.0
2307700,03,Grande Fortaleza,2021,6,46041697.0
2308500,09,Sertão Central,2021,6,18620809.0
2309300,12,Sertão dos Crateús,2021,6,59507610.0
2309607,03,Grande Fortaleza,2021,6,35745785.0
2311306,09,Sertão Central,2021,6,49583130.0
2311405,09,Sertão Central,2021,6,12470639.0
2311801,14,Vale do Jaguaribe,2021,6,36087797.0
2312205,12,Sertão dos Crateús,2021,6,17178900.0
2312304,08,Serra da Ibiapaba,2021,6,47270521.0
2312908,11,Sertão de Sobral,2021,6,70445748.0
2313302,13,Sertão dos Inhamuns,2021,6,29965594.0
2313401,08,Serra da Ibiapaba,2021,6,35023991.0
2314102,08,Serra da Ibiapaba,2021,6,15757578.0
2300200,05,Litoral Norte,2021,7,41264160.0
2300309,02,Centro Sul,2021,7,12465246.0
2301000,03,Grande Fortaleza,2021,7,23220983.0
2301109,04,Litoral Leste,2021,7,56023081.0
2301901,01,Cariri,2021,7,32049832.0
2302107,07,Maciço do Baturité,2021,7,54811733.0
2302404,10,Sertão de Canindé,2021,7,35769273.0
2302503,01,Cariri,2021,7,59169513.0
2302701,01,Cariri,2021,7,37290353.0
2302800,10,Sertão de Canindé,2021,7,52141567.0
2303501,03,Grande Fortaleza,2021,7,37500354.0
2303709,03,Grande Fortaleza,2021,7,124790185.0
2304103,12,Sertão dos Crateús,2021,7,51439657.0
2304202,01,Cariri,2021,7,55408707.0
2304285,03,Grande Fortaleza,2021,7,20608188.0
2304400,03,Grande Fortaleza,2021,7,6437426264.0
2304707,05,Litoral Norte,2021,7,48940445.0
2305233,03,Grande Fortaleza,2021,7,33545981.0
2305506,02,Centro Sul,2021,7,59874035.0
2306306,06,Litoral Oeste / Vale do Curu,2021,7,49858839.0
2306405,06,Litoral Oeste / Vale do Curu,2021,7,99139928.0
2306900,14,Vale do Jaguaribe,2021,7,42013652.0
2307304,01,Cariri,2021,7,80282712.0
2307502,01,Cariri,2021,7,22761414.0
2307601,14,Vale do Jaguaribe,2021,7,58671914.0
2307650,03,Grande Fortaleza,2021,7,140484086.0
2307700,03,Grande Fortaleza,2021,7,46917514.0
2308500,09,Sertão Central,2021,7,19019002.0
2309300,12,Sertão dos Crateús,2021,7,61742009.0
2309607,03,Grande Fortaleza,2021,7,35393530.0
2311306,09,Sertão Central,2021,7,51569417.0
2311405,09,Sertão Central,2021,7,12849408.0
2311801,14,Vale do Jaguaribe,2021,7,37848376.0
