cod_ibge,regiao_codigo,regiao_nome,ano,mes,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio
2304608,06,Litoral Oeste / Vale do Curu,2024,2,1,1,0,2,1606.0
2304707,05,Litoral Norte,2024,2,34,20,14,54,1549.4929629629628
2304905,11,Sertão de Sobral,2024,2,22,18,4,40,1491.13725
2304954,03,Grande Fortaleza,2024,2,57,44,13,101,1493.9373267326737
2305001,08,Serra da Ibiapaba,2024,2,41,38,3,79,1533.6625316455695
2305100,07,Maciço do Baturité,2024,2,12,6,6,18,964.7711111111112
2305209,12,Sertão dos Crateús,2024,2,12,27,-15,39,1433.8684615384616
2305233,03,Grande Fortaleza,2024,2,624,483,141,1107,1193.8508852755194
2305266,09,Sertão Central,2024,2,4,10,-6,14,1174.6757142857143
2305308,08,Serra da Ibiapaba,2024,2,28,11,17,39,1470.4179487179488
2305332,09,Sertão Central,2024,2,9,3,6,12,1673.89
2305357,04,Litoral Leste,2024,2,118,128,-10,246,1525.8816260162605
2305407,02,Centro Sul,2024,2,106,119,-13,225,1479.9327555555556
2305506,02,Centro Sul,2024,2,472,330,142,802,1215.366783042394
2305605,12,Sertão dos Crateús,2024,2,16,16,0,32,1659.59125
2305654,12,Sertão dos Crateús,2024,2,4,3,1,7,1322.1485714285716
2305704,02,Centro Sul,2024,2,12,6,6,18,1517.5
2305803,08,Serra da Ibiapaba,2024,2,50,45,5,95,1484.0085263157894
2305902,12,Sertão dos Crateús,2024,2,22,9,13,31,1418.0645161290322
2306009,14,Vale do Jaguaribe,2024,2,16,5,11,21,1509.24
2306108,06,Litoral Oeste / Vale do Curu,2024,2,16,17,-1,33,1418.9278787878789
2306207,04,Litoral Leste,2024,2,2,9,-7,11,1502.2727272727273
2306256,03,Grande Fortaleza,2024,2,330,379,-49,709,1779.1145133991536
2306306,06,Litoral Oeste / Vale do Curu,2024,2,68,105,-37,173,1436.167167630058
2306405,06,Litoral Oeste / Vale do Curu,2024,2,323,361,-38,684,1354.4013742690058
2306504,07,Maciço do Baturité,2024,2,2,3,-1,5,1130.906
2306553,05,Litoral Norte,2024,2,51,34,17,85,1585.1990588235296
2306603,10,Sertão de Canindé,2024,2,4,2,2,6,1412.0
2306702,14,Vale do Jaguaribe,2024,2,7,5,2,12,1781.6266666666668
2306801,14,Vale do Jaguaribe,2024,2,9,11,-2,20,1518.5035
2306900,14,Vale do Jaguaribe,2024,2,61,47,14,108,1649.3330555555556
2307007,04,Litoral Leste,2024,2,75,48,27,123,1605.408617886179
2307106,01,Cariri,2024,2,16,14,2,30,1394.0279999999998
2307205,01,Cariri,2024,2,2,4,-2,6,1560.0433333333333
2307254,05,Litoral Norte,2024,2,195,209,-14,404,1522.0044306930697
2307304,01,Cariri,2024,2,1944,1531,413,3475,1511.3248316546762
2307403,02,Centro Sul,2024,2,25,23,2,48,1547.0029166666666
2307502,01,Cariri,2024,2,16,8,8,24,1579.5370833333334
2307601,14,Vale do Jaguaribe,2024,2,300,455,-155,755,1490.7434304635765
2307635,10,Sertão de Canindé,2024,2,9,16,-7,25,1686.56
2307650,03,Grande Fortaleza,2024,2,2412,2071,341,4483,1590.2473009145665
2307700,03,Grande Fortaleza,2024,2,393,299,94,692,1440.540375722543
2307809,05,Litoral Norte,2024,2,113,52,61,165,1473.0837575757575
2307908,05,Litoral Norte,2024,2,1,2,-1,3,1412.0
2308005,11,Sertão de Sobral,2024,2,43,34,9,77,1428.9775324675325
2308104,01,Cariri,2024,2,213,61,152,274,2067.0128102189783
2308203,11,Sertão de Sobral,2024,2,30,10,20,40,1334.78075
2308302,01,Cariri,2024,2,71,27,44,98,1569.3608163265303
2308351,09,Sertão Central,2024,2,5,2,3,7,2879.8571428571427
2308377,06,Litoral Oeste / Vale do Curu,2024,2,10,1,9,11,1263.9
2308401,01,Cariri,2024,2,48,59,-11,107,1523.7906542056076
2308500,09,Sertão Central,2024,2,56,53,3,109,1493.976880733945
2308609,12,Sertão dos Crateús,2024,2,9,5,4,14,1387.2142857142858
2308708,14,Vale do Jaguaribe,2024,2,201,297,-96,498,963.6204216867468
2308807,11,Sertão de Sobral,2024,2,1,2,-1,3,2330.2966666666666
2308906,05,Litoral Norte,2024,2,6,7,-1,13,1558.1230769230767
2309003,11,Sertão de Sobral,2024,2,3,4,-1,7,1010.4057142857145
2309102,07,Maciço do Baturité,2024,2,1,7,-6,8,2190.51625
2309201,01,Cariri,2024,2,47,18,29,65,1403.0566153846153
2309300,12,Sertão dos Crateús,2024,2,38,31,7,69,1462.8614492753622
2309409,12,Sertão dos Crateús,2024,2,57,51,6,108,2118.3192592592595
2309458,07,Maciço do Baturité,2024,2,3,10,-7,13,1660.3407692307692
2309508,02,Centro Sul,2024,2,5,7,-2,12,1166.4533333333334
2309607,03,Grande Fortaleza,2024,2,215,244,-29,459,1383.4120261437909
2309706,03,Grande Fortaleza,2024,2,301,288,13,589,1619.8701188455009
2309805,07,Maciço do Baturité,2024,2,3,13,-10,16,1168.4475
2309904,11,Sertão de Sobral,2024,2,3,1,2,4,1205.5
2310001,14,Vale do Jaguaribe,2024,2,15,3,12,18,2280.583888888889
2310100,07,Maciço do Baturité,2024,2,7,3,4,10,1304.892
2310209,03,Grande Fortaleza,2024,2,118,79,39,197,1506.2690355329948
2310258,03,Grande Fortaleza,2024,2,66,72,-6,138,1498.5253623188405
2310308,13,Sertão dos Inhamuns,2024,2,6,7,-1,13,2105.246153846154
2310407,10,Sertão de Canindé,2024,2,9,1,8,10,1208.4
2310506,09,Sertão Central,2024,2,24,20,4,44,1535.8377272727273
2310605,01,Cariri,2024,2,6,3,3,9,1267.1444444444444
2310704,06,Litoral Oeste / Vale do Curu,2024,2,92,68,24,160,1527.0613125
2310803,14,Vale do Jaguaribe,2024,2,159,74,85,233,1677.3290128755364
2310852,03,Grande Fortaleza,2024,2,38,43,-5,81,1411.7765432098763
2310902,09,Sertão Central,2024,2,4,1,3,5,1586.2
2311009,12,Sertão dos Crateús,2024,2,5,5,0,10,1421.84
2311108,01,Cariri,2024,2,21,16,5,37,1571.7872972972973
2311207,01,Cariri,2024,2,3,4,-1,7,2600.61
2311231,14,Vale do Jaguaribe,2024,2,0,1,-1,1,1412.0
2311264,13,Sertão dos Inhamuns,2024,2,5,2,3,7,1551.9514285714286
2311306,09,Sertão Central,2024,2,264,168,96,432,1206.425277777778
2311355,02,Centro Sul,2024,2,16,4,12,20,1168.05
2311405,09,Sertão Central,2024,2,420,401,19,821,1454.0219488428745
2311504,14,Vale do Jaguaribe,2024,2,182,114,68,296,1428.81125
2311603,07,Maciço do Baturité,2024,2,31,28,3,59,1503.0554237288136
2311702,11,Sertão de Sobral,2024,2,15,13,2,28,1393.4810714285716
2311801,14,Vale do Jaguaribe,2024,2,550,412,138,962,1037.0324116424115
2311900,02,Centro Sul,2024,2,11,0,11,11,1283.6363636363635
2311959,01,Cariri,2024,2,4,3,1,7,1690.0
2312007,11,Sertão de Sobral,2024,2,21,11,10,32,1748.13125
2312106,01,Cariri,2024,2,8,4,4,12,1402.1133333333337
2312205,12,Sertão dos Crateús,2024,2,115,71,44,186,639.5404838709677
2312304,08,Serra da Ibiapaba,2024,2,72,38,34,110,1432.827090909091
2312403,03,Grande Fortaleza,2024,2,389,868,-479,1257,2471.3753540175016
2312502,14,Vale do Jaguaribe,2024,2,2,12,-10,14,1458.0
2312601,03,Grande Fortaleza,2024,2,13,8,5,21,1863.002857142857
2312700,09,Sertão Central,2024,2,45,32,13,77,1456.6894805194804
2312809,11,Sertão de Sobral,2024,2,24,8,16,32,1904.0909375
2312908,11,Sertão de Sobral,2024,2,1065,1026,39,2091,1585.8918747011
2313005,09,Sertão Central,2024,2,33,53,-20,86,761.5281395348837
2313104,14,Vale do Jaguaribe,2024,2,80,35,45,115,1659.5865217391306
2313203,12,Sertão dos Crateús,2024,2,3,1,2,4,1433.03
2313252,01,Cariri,2024,2,1,0,1,1,1412.0
2313302,13,Sertão dos Inhamuns,2024,2,83,86,-3,169,1558.12899408284
2313351,06,Litoral Oeste / Vale do Curu,2024,2,20,11,9,31,1535.0980645161292
2313401,08,Serra da Ibiapaba,2024,2,295,329,-34,624,1463.033205128205
2313500,03,Grande Fortaleza,2024,2,111,161,-50,272,1640.8350735294118
2313559,06,Litoral Oeste / Vale do Curu,2024,2,4,1,3,5,1271.7
2313609,08,Serra da Ibiapaba,2024,2,66,67,-1,133,1503.8948872180451
2313708,02,Centro Sul,2024,2,1,1,0,2,1635.365
2313757,06,Litoral Oeste / Vale do Curu,2024,2,15,12,3,27,1547.6285185185186
2313807,06,Litoral Oeste / Vale do Curu,2024,2,19,45,-26,64,1452.483125
2313906,05,Litoral Norte,2024,2,28,11,17,39,1899.665128205128
2313955,11,Sertão de Sobral,2024,2,39,28,11,67,1398.839850746269
2314003,01,Cariri,2024,2,38,43,-5,81,1473.4525925925927
2314102,08,Serra da Ibiapaba,2024,2,69,15,54,84,823.3248809523809
2300101,01,Cariri,2024,3,20,62,-42,82,2830.257804878049
2300150,07,Maciço do Baturité,2024,3,32,15,17,47,1566.904680851064
2300200,05,Litoral Norte,2024,3,101,102,-1,203,1795.7451724137932
2300309,02,Centro Sul,2024,3,46,30,16,76,1543.1459210526316
2300408,13,Sertão dos Inhamuns,2024,3,2,1,1,3,2661.9533333333334
2300507,11,Sertão de Sobral,2024,3,2,4,-2,6,1666.6783333333333
2300606,01,Cariri,2024,3,3,5,-2,8,1882.2325
2300705,14,Vale do Jaguaribe,2024,3,10,10,0,20,1484.55
2300754,06,Litoral Oeste / Vale do Curu,2024,3,85,50,35,135,1585.1215555555557
2300804,01,Cariri,2024,3,1,3,-2,4,1412.0
2300903,06,Litoral Oeste / Vale do Curu,2024,3,11,4,7,15,1374.742
2301000,03,Grande Fortaleza,2024,3,578,769,-191,1347,1695.3407052709726
2301109,04,Litoral Leste,2024,3,261,335,-74,596,1528.232432885906
2301208,07,Maciço do Baturité,2024,3,56,47,9,103,1584.748155339806
2301257,12,Sertão dos Crateús,2024,3,14,6,8,20,1466.4
2301307,01,Cariri,2024,3,6,12,-6,18,1567.7222222222222
2301406,07,Maciço do Baturité,2024,3,12,6,6,18,1412.0
2301505,13,Sertão dos Inhamuns,2024,3,1,0,1,1,707.5
2301604,01,Cariri,2024,3,6,15,-9,21,1414.4333333333332
2301703,01,Cariri,2024,3,9,11,-2,20,1211.379
2301851,09,Sertão Central,2024,3,6,15,-9,21,1628.9566666666665
2301901,01,Cariri,2024,3,268,195,73,463,1568.9901511879048
2301950,07,Maciço do Baturité,2024,3,10,15,-5,25,1646.66
2302008,01,Cariri,2024,3,11,9,2,20,1454.841
2302057,05,Litoral Norte,2024,3,14,5,9,19,1453.7894736842106
2302107,07,Maciço do Baturité,2024,3,75,57,18,132,1539.9506818181817
2302206,04,Litoral Leste,2024,3,128,199,-71,327,1286.6032110091744
2302305,05,Litoral Norte,2024,3,14,8,6,22,1467.7445454545457
2302404,10,Sertão de Canindé,2024,3,52,57,-5,109,1716.945504587156
2302503,01,Cariri,2024,3,325,319,6,644,1451.5689130434782
2302602,05,Litoral Norte,2024,3,231,81,150,312,782.4989423076923
2302701,01,Cariri,2024,3,25,22,3,47,1378.0946808510637
2302800,10,Sertão de Canindé,2024,3,254,161,93,415,1419.1602409638554
2302909,07,Maciço do Baturité,2024,3,10,4,6,14,1590.2107142857144
2303006,10,Sertão de Canindé,2024,3,4,6,-2,10,1500.466
2303105,11,Sertão de Sobral,2024,3,17,13,4,30,1487.0666666666666
2303204,01,Cariri,2024,3,9,11,-2,20,1421.875
2303303,02,Centro Sul,2024,3,7,11,-4,18,1639.7777777777778
2303402,08,Serra da Ibiapaba,2024,3,8,6,2,14,1462.5085714285713
2303501,03,Grande Fortaleza,2024,3,201,180,21,381,1457.1459580052492
2303600,02,Centro Sul,2024,3,1,4,-3,5,1506.134
2303709,03,Grande Fortaleza,2024,3,1472,1456,16,2928,1611.6728586065574
2303808,02,Centro Sul,2024,3,16,25,-9,41,1671.391707317073
2303907,05,Litoral Norte,2024,3,0,2,-2,2,2921.0
2303931,09,Sertão Central,2024,3,2,1,1,3,1412.0
2303956,03,Grande Fortaleza,2024,3,30,25,5,55,1551.4009090909092
2304004,11,Sertão de Sobral,2024,3,9,9,0,18,1851.2655555555557
2304103,12,Sertão dos Crateús,2024,3,149,159,-10,308,1544.3517207792208
2304202,01,Cariri,2024,3,386,457,-71,843,1800.0563701067615
2304236,08,Serra da Ibiapaba,2024,3,11,11,0,22,1331.415
2304251,05,Litoral Norte,2024,3,158,95,63,253,1700.2661264822134
2304269,09,Sertão Central,2024,3,2,5,-3,7,1571.0
2304277,14,Vale do Jaguaribe,2024,3,6,1,5,7,1578.571428571429
2304285,03,Grande Fortaleza,2024,3,1895,1635,260,3530,1788.915297450425
2304301,01,Cariri,2024,3,3,2,1,5,1412.0
2304350,11,Sertão de Sobral,2024,3,36,32,4,68,1520.9489705882352
2304400,03,Grande Fortaleza,2024,3,27803,24399,3404,52202,1740.375777364852
2304459,04,Litoral Leste,2024,3,82,57,25,139,1666.613669064748
2304509,11,Sertão de Sobral,2024,3,66,73,-7,139,1496.294892086331
2304608,06,Litoral Oeste / Vale do Curu,2024,3,2,1,1,3,2661.9533333333334
2304657,11,Sertão de Sobral,2024,3,2,2,0,4,1412.0
2304707,05,Litoral Norte,2024,3,21,25,-4,46,1754.5402173913044
2304905,11,Sertão de Sobral,2024,3,18,16,2,34,1456.2782352941176
2304954,03,Grande Fortaleza,2024,3,40,43,-3,83,1578.902530120482
2305001,08,Serra da Ibiapaba,2024,3,37,27,10,64,1463.110625
2305100,07,Maciço do Baturité,2024,3,22,8,14,30,1524.8226666666667
2305209,12,Sertão dos Crateús,2024,3,24,8,16,32,1457.685625
2305233,03,Grande Fortaleza,2024,3,648,462,186,1110,1518.146063063063
2305266,09,Sertão Central,2024,3,6,9,-3,15,1262.7793333333332
2305308,08,Serra da Ibiapaba,2024,3,18,11,7,29,1704.3013793103448
2305332,09,Sertão Central,2024,3,1,4,-3,5,1412.0
2305357,04,Litoral Leste,2024,3,110,230,-120,340,1497.0110588235295
2305407,02,Centro Sul,2024,3,69,80,-11,149,1568.1870469798655
2305506,02,Centro Sul,2024,3,407,377,30,784,1348.2483928571428
2305605,12,Sertão dos Crateús,2024,3,19,7,12,26,1815.4603846153848
2305654,12,Sertão dos Crateús,2024,3,6,2,4,8,1417.375
2305704,02,Centro Sul,2024,3,8,1,7,9,1412.0
2305803,08,Serra da Ibiapaba,2024,3,67,45,22,112,1388.0499107142855
2305902,12,Sertão dos Crateús,2024,3,19,15,4,34,1518.6864705882351
2306009,14,Vale do Jaguaribe,2024,3,10,6,4,16,1954.5925
2306108,06,Litoral Oeste / Vale do Curu,2024,3,7,24,-17,31,1462.5929032258064
2306207,04,Litoral Leste,2024,3,2,4,-2,6,1424.1
2306256,03,Grande Fortaleza,2024,3,352,269,83,621,1894.6460547504023
2306306,06,Litoral Oeste / Vale do Curu,2024,3,97,91,6,188,1444.3181382978723
2306405,06,Litoral Oeste / Vale do Curu,2024,3,388,294,94,682,997.448724340176
2306504,07,Maciço do Baturité,2024,3,3,6,-3,9,1265.6022222222225
2306553,05,Litoral Norte,2024,3,51,40,11,91,1741.9072527472526
2306603,10,Sertão de Canindé,2024,3,9,6,3,15,1324.1613333333332
2306702,14,Vale do Jaguaribe,2024,3,2,6,-4,8,1295.235
2306801,14,Vale do Jaguaribe,2024,3,12,6,6,18,1333.9122222222222
2306900,14,Vale do Jaguaribe,2024,3,58,58,0,116,1515.2343103448277
2307007,04,Litoral Leste,2024,3,65,43,22,108,1492.8387962962963
2307106,01,Cariri,2024,3,12,19,-7,31,1350.465806451613
2307205,01,Cariri,2024,3,13,0,13,13,1426.966153846154
2307254,05,Litoral Norte,2024,3,134,202,-68,336,1543.4805357142857
2307304,01,Cariri,2024,3,1672,1523,149,3195,1509.28213771518
2307403,02,Centro Sul,2024,3,30,23,7,53,2428.12641509434
2307502,01,Cariri,2024,3,19,16,3,35,1576.1545714285712
2307601,14,Vale do Jaguaribe,2024,3,334,277,57,611,1500.974386252046
2307635,10,Sertão de Canindé,2024,3,41,28,13,69,1526.2968115942028
2307650,03,Grande Fortaleza,2024,3,2252,1902,350,4154,1685.3811819932594
2307700,03,Grande Fortaleza,2024,3,462,305,157,767,1304.8880834419815
2307809,05,Litoral Norte,2024,3,82,71,11,153,1486.547385620915
2307908,05,Litoral Norte,2024,3,1,2,-1,3,2634.7466666666664
2308005,11,Sertão de Sobral,2024,3,43,22,21,65,1409.6523076923077
2308104,01,Cariri,2024,3,106,88,18,194,2263.2035567010307
2308203,11,Sertão de Sobral,2024,3,22,11,11,33,1446.5387878787878
2308302,01,Cariri,2024,3,38,30,8,68,1805.195
2308351,09,Sertão Central,2024,3,6,5,1,11,1435.0790909090908
2308377,06,Litoral Oeste / Vale do Curu,2024,3,2,3,-1,5,956.26
2308401,01,Cariri,2024,3,34,39,-5,73,1555.547397260274
2308500,09,Sertão Central,2024,3,29,42,-13,71,1767.9
2308609,12,Sertão dos Crateús,2024,3,10,4,6,14,1527.428571428571
2308708,14,Vale do Jaguaribe,2024,3,337,240,97,577,930.330259965338
2308906,05,Litoral Norte,2024,3,18,3,15,21,1412.0
2309003,11,Sertão de Sobral,2024,3,4,4,0,8,1362.0
2309102,07,Maciço do Baturité,2024,3,0,7,-7,7,1668.0342857142855
2309201,01,Cariri,2024,3,17,12,5,29,1371.9324137931037
2309300,12,Sertão dos Crateús,2024,3,21,28,-7,49,1562.429387755102
2309409,12,Sertão dos Crateús,2024,3,40,46,-6,86,2081.1148837209303
2309458,07,Maciço do Baturité,2024,3,7,7,0,14,1920.582142857143
2309508,02,Centro Sul,2024,3,4,2,2,6,1953.2583333333332
2309607,03,Grande Fortaleza,2024,3,256,256,0,512,1384.78427734375
2309706,03,Grande Fortaleza,2024,3,372,258,114,630,1511.8519523809523
2309805,07,Maciço do Baturité,2024,3,6,5,1,11,1412.0
2309904,11,Sertão de Sobral,2024,3,1,4,-3,5,566.0840000000001
2310001,14,Vale do Jaguaribe,2024,3,22,6,16,28,1711.0164285714286
2310100,07,Maciço do Baturité,2024,3,10,3,7,13,1555.4984615384617
2310209,03,Grande Fortaleza,2024,3,75,71,4,146,1736.7028767123288
2310258,03,Grande Fortaleza,2024,3,141,83,58,224,1535.341875
2310308,13,Sertão dos Inhamuns,2024,3,8,14,-6,22,2289.469545454546
2310407,10,Sertão de Canindé,2024,3,4,2,2,6,1306.4333333333334
2310506,09,Sertão Central,2024,3,12,21,-9,33,1685.9039393939397
2310605,01,Cariri,2024,3,6,1,5,7,1313.7142857142858
2310704,06,Litoral Oeste / Vale do Curu,2024,3,80,79,1,159,1465.8135849056605
2310803,14,Vale do Jaguaribe,2024,3,122,81,41,203,1722.7439408866996
2310852,03,Grande Fortaleza,2024,3,53,52,1,105,1465.2785714285717
2310902,09,Sertão Central,2024,3,11,5,6,16,1304.59375
2310951,11,Sertão de Sobral,2024,3,1,5,-4,6,1785.86
2311009,12,Sertão dos Crateús,2024,3,15,11,4,26,1378.1534615384614
2311108,01,Cariri,2024,3,46,17,29,63,1439.004761904762
2311207,01,Cariri,2024,3,3,2,1,5,1449.6
2311231,14,Vale do Jaguaribe,2024,3,2,1,1,3,1606.3333333333333
2311264,13,Sertão dos Inhamuns,2024,3,2,4,-2,6,1605.1666666666667
2311306,09,Sertão Central,2024,3,232,138,94,370,1259.1250810810811
2311355,02,Centro Sul,2024,3,8,4,4,12,1567.4166666666667
2311405,09,Sertão Central,2024,3,470,312,158,782,1643.0546035805626
2311504,14,Vale do Jaguaribe,2024,3,104,97,7,201,1609.0383084577115
2311603,07,Maciço do Baturité,2024,3,39,25,14,64,1171.3346875
2311702,11,Sertão de Sobral,2024,3,11,6,5,17,1345.2941176470588
2311801,14,Vale do Jaguaribe,2024,3,425,350,75,775,1225.8322322580646
2311900,02,Centro Sul,2024,3,9,5,4,14,1341.678571428571
2311959,01,Cariri,2024,3,1,1,0,2,1412.0
2312007,11,Sertão de Sobral,2024,3,15,8,7,23,2012.6065217391304
2312106,01,Cariri,2024,3,8,7,1,15,1458.804
2312205,12,Sertão dos Crateús,2024,3,169,53,116,222,604.9568018018018
2312304,08,Serra da Ibiapaba,2024,3,72,40,32,112,1343.5664285714286
2312403,03,Grande Fortaleza,2024,3,401,329,72,730,2298.97402739726
2312502,14,Vale do Jaguaribe,2024,3,4,1,3,5,1361.146
2312601,03,Grande Fortaleza,2024,3,8,4,4,12,1521.5191666666667
2312700,09,Sertão Central,2024,3,103,30,73,133,712.8694736842106
2312809,11,Sertão de Sobral,2024,3,8,8,0,16,1719.25
2312908,11,Sertão de Sobral,2024,3,968,1027,-59,1995,1564.6524511278196
2313005,09,Sertão Central,2024,3,51,37,14,88,931.3826136363635
2313104,14,Vale do Jaguaribe,2024,3,76,51,25,127,1718.6656692913386
2313203,12,Sertão dos Crateús,2024,3,9,2,7,11,1802.579090909091
2313252,01,Cariri,2024,3,0,11,-11,11,1336.7272727272727
2313302,13,Sertão dos Inhamuns,2024,3,172,88,84,260,1594.126576923077
2313351,06,Litoral Oeste / Vale do Curu,2024,3,11,245,-234,256,1621.9865625
2313401,08,Serra da Ibiapaba,2024,3,292,219,73,511,1489.6588845401172
2313500,03,Grande Fortaleza,2024,3,143,195,-52,338,1663.0572189349111
2313559,06,Litoral Oeste / Vale do Curu,2024,3,58,1,57,59,1294.349152542373
2313609,08,Serra da Ibiapaba,2024,3,85,64,21,149,1406.9385234899328
2313708,02,Centro Sul,2024,3,1,1,0,2,1876.67
2313757,06,Litoral Oeste / Vale do Curu,2024,3,14,15,-1,29,1484.5748275862068
2313807,06,Litoral Oeste / Vale do Curu,2024,3,64,14,50,78,1027.0876923076924
2313906,05,Litoral Norte,2024,3,22,12,10,34,1738.9244117647058
2313955,11,Sertão de Sobral,2024,3,303,20,283,323,248.64027863777088
2314003,01,Cariri,2024,3,42,27,15,69,1409.0115942028986
2314102,08,Serra da Ibiapaba,2024,3,41,20,21,61,1278.6645901639342
2300101,01,Cariri,2024,4,33,67,-34,100,2945.6254
2300150,07,Maciço do Baturité,2024,4,34,26,8,60,1609.2043333333334
2300200,05,Litoral Norte,2024,4,174,89,85,263,1667.0044486692016
2300309,02,Centro Sul,2024,4,48,51,-3,99,1048.8631313131314
2300408,13,Sertão dos Inhamuns,2024,4,9,2,7,11,1793.9454545454546
2300507,11,Sertão de Sobral,2024,4,7,2,5,9,1440.2444444444443
2300606,01,Cariri,2024,4,7,2,5,9,1334.4444444444443
2300705,14,Vale do Jaguaribe,2024,4,12,14,-2,26,1412.875769230769
2300754,06,Litoral Oeste / Vale do Curu,2024,4,57,48,9,105,1671.3903809523808
2300804,01,Cariri,2024,4,7,1,6,8,1441.185
2300903,06,Litoral Oeste / Vale do Curu,2024,4,3,2,1,5,1737.342
2301000,03,Grande Fortaleza,2024,4,646,649,-3,1295,1760.8679613899612
2301109,04,Litoral Leste,2024,4,261,337,-76,598,1592.839966555184
2301208,07,Maciço do Baturité,2024,4,44,28,16,72,1687.5745833333333
2301257,12,Sertão dos Crateús,2024,4,4,6,-2,10,1412.0
2301307,01,Cariri,2024,4,8,8,0,16,1615.3375
2301406,07,Maciço do Baturité,2024,4,14,4,10,18,1412.0
2301604,01,Cariri,2024,4,15,8,7,23,1607.8847826086956
2301703,01,Cariri,2024,4,10,6,4,16,1554.725
2301802,02,Centro Sul,2024,4,0,1,-1,1,1212.0
2301851,09,Sertão Central,2024,4,20,16,4,36,1671.141111111111
2301901,01,Cariri,2024,4,228,217,11,445,1554.059595505618
2301950,07,Maciço do Baturité,2024,4,23,16,7,39,1509.242564102564
2302008,01,Cariri,2024,4,7,9,-2,16,1613.4575
2302057,05,Litoral Norte,2024,4,8,3,5,11,1691.1772727272728
2302107,07,Maciço do Baturité,2024,4,104,77,27,181,1840.071270718232
2302206,04,Litoral Leste,2024,4,152,83,69,235,1604.268680851064
2302305,05,Litoral Norte,2024,4,22,21,1,43,1618.479302325581
2302404,10,Sertão de Canindé,2024,4,52,57,-5,109,1738.4749541284402
2302503,01,Cariri,2024,4,267,342,-75,609,1480.8998357963876
2302602,05,Litoral Norte,2024,4,186,97,89,283,956.4935689045936
2302701,01,Cariri,2024,4,26,20,6,46,1402.6595652173914
2302800,10,Sertão de Canindé,2024,4,170,144,26,314,1471.5063375796178
2302909,07,Maciço do Baturité,2024,4,7,3,4,10,1637.563
2303006,10,Sertão de Canindé,2024,4,14,8,6,22,1405.4954545454543
2303105,11,Sertão de Sobral,2024,4,25,11,14,36,1658.2925
2303204,01,Cariri,2024,4,7,3,4,10,1649.55
2303303,02,Centro Sul,2024,4,11,5,6,16,1409.5225
2303402,08,Serra da Ibiapaba,2024,4,15,4,11,19,1742.7747368421053
2303501,03,Grande Fortaleza,2024,4,215,180,35,395,1396.4783037974685
2303600,02,Centro Sul,2024,4,4,2,2,6,1419.9066666666668
2303659,12,Sertão dos Crateús,2024,4,3,0,3,3,2045.3333333333333
2303709,03,Grande Fortaleza,2024,4,1620,2017,-397,3637,1657.6264641187793
2303808,02,Centro Sul,2024,4,34,18,16,52,1399.613076923077
2303907,05,Litoral Norte,2024,4,5,2,3,7,1881.0857142857144
2303931,09,Sertão Central,2024,4,1,2,-1,3,1431.3333333333333
2303956,03,Grande Fortaleza,2024,4,41,28,13,69,1501.619420289855
2304004,11,Sertão de Sobral,2024,4,21,7,14,28,1520.9185714285716
2304103,12,Sertão dos Crateús,2024,4,140,133,7,273,1651.949523809524
2304202,01,Cariri,2024,4,470,437,33,907,1715.2595148842336
2304236,08,Serra da Ibiapaba,2024,4,1,5,-4,6,1394.1033333333332
2304251,05,Litoral Norte,2024,4,138,110,28,248,1684.3048387096774
2304269,09,Sertão Central,2024,4,1,0,1,1,1412.0
2304277,14,Vale do Jaguaribe,2024,4,1,2,-1,3,2194.733333333333
2304285,03,Grande Fortaleza,2024,4,2010,1861,149,3871,1840.987501937484
2304301,01,Cariri,2024,4,8,14,-6,22,1934.1577272727272
2304350,11,Sertão de Sobral,2024,4,32,31,1,63,1717.1839682539685
2304400,03,Grande Fortaleza,2024,4,28373,24870,3503,53243,1743.1478406551096
2304459,04,Litoral Leste,2024,4,124,68,56,192,1643.9109895833333
2304509,11,Sertão de Sobral,2024,4,145,100,45,245,1530.6581224489796
2304608,06,Litoral Oeste / Vale do Curu,2024,4,2,1,1,3,1508.0
2304657,11,Sertão de Sobral,2024,4,1,3,-2,4,1412.0
2304707,05,Litoral Norte,2024,4,19,13,6,32,1799.1865625
2304905,11,Sertão de Sobral,2024,4,22,14,8,36,1415.6327777777778
2304954,03,Grande Fortaleza,2024,4,25,49,-24,74,1656.8675675675674
2305001,08,Serra da Ibiapaba,2024,4,52,19,33,71,1451.7371830985917
2305100,07,Maciço do Baturité,2024,4,11,7,4,18,1117.1494444444445
2305209,12,Sertão dos Crateús,2024,4,8,8,0,16,1444.015
2305233,03,Grande Fortaleza,2024,4,595,576,19,1171,1258.1354056362084
2305266,09,Sertão Central,2024,4,14,6,8,20,1589.55
2305308,08,Serra da Ibiapaba,2024,4,40,14,26,54,1442.415925925926
2305332,09,Sertão Central,2024,4,4,4,0,8,2346.825
2305357,04,Litoral Leste,2024,4,125,182,-57,307,1574.611270358306
2305407,02,Centro Sul,2024,4,85,75,10,160,1531.7560625
2305506,02,Centro Sul,2024,4,341,339,2,680,1458.5240294117646
2305605,12,Sertão dos Crateús,2024,4,17,5,12,22,1820.7568181818183
2305654,12,Sertão dos Crateús,2024,4,2,3,-1,5,1412.0
2305704,02,Centro Sul,2024,4,1,8,-7,9,1271.9266666666667
2305803,08,Serra da Ibiapaba,2024,4,40,52,-12,92,1334.8409782608694
