cod_ibge,regiao_codigo,regiao_nome,ano,mes,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio
2305902,12,Sertão dos Crateús,2016,10,6,5,1,11,1622.2727272727273
2306009,14,Vale do Jaguaribe,2016,10,1,0,1,1,880.0
2306108,06,Litoral Oeste / Vale do Curu,2016,10,4,9,-5,13,1271.6923076923076
2306207,04,Litoral Leste,2016,10,1,5,-4,6,952.8333333333334
2306256,03,Grande Fortaleza,2016,10,59,131,-72,190,1364.994736842105
2306306,06,Litoral Oeste / Vale do Curu,2016,10,65,63,2,128,840.5625
2306405,06,Litoral Oeste / Vale do Curu,2016,10,333,167,166,500,979.378
2306504,07,Maciço do Baturité,2016,10,2,0,2,2,1486.5
2306553,05,Litoral Norte,2016,10,23,46,-23,69,1162.0579710144928
2306603,10,Sertão de Canindé,2016,10,1,3,-2,4,880.0
2306702,14,Vale do Jaguaribe,2016,10,2,3,-1,5,2284.0
2306801,14,Vale do Jaguaribe,2016,10,6,4,2,10,1118.6
2306900,14,Vale do Jaguaribe,2016,10,72,29,43,101,1054.5445544554457
2307007,04,Litoral Leste,2016,10,46,106,-60,152,1183.2631578947369
2307106,01,Cariri,2016,10,10,12,-2,22,913.4545454545456
2307205,01,Cariri,2016,10,6,3,3,9,1234.6666666666667
2307254,05,Litoral Norte,2016,10,88,71,17,159,978.4779874213835
2307304,01,Cariri,2016,10,1277,1155,122,2432,1044.3449835526317
2307403,02,Centro Sul,2016,10,10,13,-3,23,798.7826086956521
2307502,01,Cariri,2016,10,0,2,-2,2,880.0
2307601,14,Vale do Jaguaribe,2016,10,146,205,-59,351,1050.2678062678062
2307635,10,Sertão de Canindé,2016,10,4,3,1,7,1042.0
2307650,03,Grande Fortaleza,2016,10,1312,1732,-420,3044,1170.927726675427
2307700,03,Grande Fortaleza,2016,10,270,268,2,538,1094.306691449814
2307809,05,Litoral Norte,2016,10,43,46,-3,89,956.6067415730336
2307908,05,Litoral Norte,2016,10,2,5,-3,7,1011.8571428571428
2308005,11,Sertão de Sobral,2016,10,12,2,10,14,931.7142857142856
2308104,01,Cariri,2016,10,18,13,5,31,942.3870967741937
2308203,11,Sertão de Sobral,2016,10,1,5,-4,6,913.6666666666666
2308302,01,Cariri,2016,10,13,15,-2,28,1114.607142857143
2308351,09,Sertão Central,2016,10,2,2,0,4,1110.5
2308401,01,Cariri,2016,10,35,24,11,59,978.4915254237288
2308500,09,Sertão Central,2016,10,11,13,-2,24,893.6666666666666
2308609,12,Sertão dos Crateús,2016,10,5,3,2,8,1282.125
2308708,14,Vale do Jaguaribe,2016,10,61,95,-34,156,1032.6410256410256
2308906,05,Litoral Norte,2016,10,2,7,-5,9,943.5555555555557
2309003,11,Sertão de Sobral,2016,10,0,2,-2,2,1854.0
2309102,07,Maciço do Baturité,2016,10,4,9,-5,13,968.5384615384615
2309201,01,Cariri,2016,10,10,9,1,19,927.842105263158
2309300,12,Sertão dos Crateús,2016,10,84,11,73,95,1202.8947368421052
2309409,12,Sertão dos Crateús,2016,10,2,4,-2,6,984.1666666666666
2309458,07,Maciço do Baturité,2016,10,4,4,0,8,1066.0
2309508,02,Centro Sul,2016,10,3,1,2,4,888.75
2309607,03,Grande Fortaleza,2016,10,187,162,25,349,1079.2636103151865
2309706,03,Grande Fortaleza,2016,10,125,174,-49,299,1057.140468227425
2309805,07,Maciço do Baturité,2016,10,5,2,3,7,768.0
2310001,14,Vale do Jaguaribe,2016,10,4,8,-4,12,899.0833333333334
2310100,07,Maciço do Baturité,2016,10,14,11,3,25,1296.04
2310209,03,Grande Fortaleza,2016,10,38,62,-24,100,2324.34
2310258,03,Grande Fortaleza,2016,10,43,42,1,85,1301.8588235294117
2310308,13,Sertão dos Inhamuns,2016,10,8,3,5,11,1040.4545454545455
2310407,10,Sertão de Canindé,2016,10,0,1,-1,1,880.0
2310506,09,Sertão Central,2016,10,11,9,2,20,1052.6
2310605,01,Cariri,2016,10,1,4,-3,5,1065.0
2310704,06,Litoral Oeste / Vale do Curu,2016,10,82,42,40,124,931.75
2310803,14,Vale do Jaguaribe,2016,10,56,27,29,83,964.578313253012
2310852,03,Grande Fortaleza,2016,10,21,28,-7,49,1364.7551020408164
2310902,09,Sertão Central,2016,10,3,0,3,3,930.0
2311108,01,Cariri,2016,10,3,3,0,6,911.1666666666666
2311231,14,Vale do Jaguaribe,2016,10,0,1,-1,1,3519.0
2311264,13,Sertão dos Inhamuns,2016,10,0,1,-1,1,1886.0
2311306,09,Sertão Central,2016,10,104,96,8,200,1031.01
2311355,02,Centro Sul,2016,10,7,4,3,11,1271.0
2311405,09,Sertão Central,2016,10,111,154,-43,265,1369.1735849056604
2311504,14,Vale do Jaguaribe,2016,10,117,93,24,210,1131.1666666666667
2311603,07,Maciço do Baturité,2016,10,50,18,32,68,978.279411764706
2311702,11,Sertão de Sobral,2016,10,13,5,8,18,1061.6666666666667
2311801,14,Vale do Jaguaribe,2016,10,230,286,-56,516,899.4031007751938
2311900,02,Centro Sul,2016,10,1,0,1,1,880.0
2312007,11,Sertão de Sobral,2016,10,17,14,3,31,960.741935483871
2312205,12,Sertão dos Crateús,2016,10,26,10,16,36,1078.138888888889
2312304,08,Serra da Ibiapaba,2016,10,28,32,-4,60,1191.4166666666667
2312403,03,Grande Fortaleza,2016,10,300,392,-92,692,2116.2673410404623
2312502,14,Vale do Jaguaribe,2016,10,0,1,-1,1,880.0
2312601,03,Grande Fortaleza,2016,10,4,4,0,8,966.625
2312700,09,Sertão Central,2016,10,34,41,-7,75,939.9333333333332
2312809,11,Sertão de Sobral,2016,10,1,0,1,1,983.0
2312908,11,Sertão de Sobral,2016,10,1231,733,498,1964,1056.978615071283
2313005,09,Sertão Central,2016,10,27,13,14,40,987.375
2313104,14,Vale do Jaguaribe,2016,10,37,37,0,74,1155.5405405405406
2313203,12,Sertão dos Crateús,2016,10,1,3,-2,4,1131.5
2313252,01,Cariri,2016,10,0,1,-1,1,1207.0
2313302,13,Sertão dos Inhamuns,2016,10,49,24,25,73,1040.4794520547946
2313351,06,Litoral Oeste / Vale do Curu,2016,10,0,4,-4,4,894.5
2313401,08,Serra da Ibiapaba,2016,10,113,146,-33,259,1055.034749034749
2313500,03,Grande Fortaleza,2016,10,100,55,45,155,1372.3032258064516
2313559,06,Litoral Oeste / Vale do Curu,2016,10,0,2,-2,2,440.0
2313609,08,Serra da Ibiapaba,2016,10,49,40,9,89,1053.8539325842696
2313708,02,Centro Sul,2016,10,2,3,-1,5,812.8
2313757,06,Litoral Oeste / Vale do Curu,2016,10,7,8,-1,15,926.1333333333332
2313807,06,Litoral Oeste / Vale do Curu,2016,10,5,46,-41,51,628.6078431372549
2313906,05,Litoral Norte,2016,10,30,27,3,57,949.8070175438596
2313955,11,Sertão de Sobral,2016,10,9,18,-9,27,1018.2592592592592
2314003,01,Cariri,2016,10,33,22,11,55,1294.2727272727273
2314102,08,Serra da Ibiapaba,2016,10,71,9,62,80,1058.7375
2300101,01,Cariri,2016,11,8,4,4,12,1129.9166666666667
2300150,07,Maciço do Baturité,2016,11,44,33,11,77,1241.6883116883116
2300200,05,Litoral Norte,2016,11,33,104,-71,137,1130.85401459854
2300309,02,Centro Sul,2016,11,14,37,-23,51,1315.0980392156862
2300408,13,Sertão dos Inhamuns,2016,11,0,1,-1,1,442.0
2300606,01,Cariri,2016,11,1,1,0,2,960.0
2300705,14,Vale do Jaguaribe,2016,11,36,12,24,48,1000.125
2300754,06,Litoral Oeste / Vale do Curu,2016,11,17,23,-6,40,1265.1
2300804,01,Cariri,2016,11,2,6,-4,8,890.25
2300903,06,Litoral Oeste / Vale do Curu,2016,11,6,9,-3,15,1295.6
2301000,03,Grande Fortaleza,2016,11,472,288,184,760,1246.1592105263155
2301109,04,Litoral Leste,2016,11,258,227,31,485,1148.0453608247424
2301208,07,Maciço do Baturité,2016,11,14,22,-8,36,926.1666666666666
2301257,12,Sertão dos Crateús,2016,11,0,1,-1,1,1919.0
2301307,01,Cariri,2016,11,0,5,-5,5,989.8
2301505,13,Sertão dos Inhamuns,2016,11,2,13,-11,15,979.1333333333332
2301604,01,Cariri,2016,11,16,9,7,25,1062.36
2301703,01,Cariri,2016,11,3,13,-10,16,1026.5
2301802,02,Centro Sul,2016,11,1,0,1,1,925.0
2301851,09,Sertão Central,2016,11,6,11,-5,17,1083.9411764705883
2301901,01,Cariri,2016,11,168,174,-6,342,1044.514619883041
2301950,07,Maciço do Baturité,2016,11,6,6,0,12,1342.8333333333333
2302008,01,Cariri,2016,11,1,14,-13,15,1225.4666666666667
2302057,05,Litoral Norte,2016,11,2,14,-12,16,890.0
2302107,07,Maciço do Baturité,2016,11,17,52,-35,69,929.6521739130436
2302206,04,Litoral Leste,2016,11,52,51,1,103,1182.5922330097087
2302305,05,Litoral Norte,2016,11,19,4,15,23,895.7826086956521
2302404,10,Sertão de Canindé,2016,11,14,29,-15,43,989.6976744186046
2302503,01,Cariri,2016,11,102,127,-25,229,921.4847161572052
2302602,05,Litoral Norte,2016,11,69,79,-10,148,988.0405405405404
2302701,01,Cariri,2016,11,1,16,-15,17,773.6470588235294
2302800,10,Sertão de Canindé,2016,11,67,79,-12,146,991.6712328767125
2302909,07,Maciço do Baturité,2016,11,3,1,2,4,918.0
2303006,10,Sertão de Canindé,2016,11,12,12,0,24,1007.6666666666666
2303105,11,Sertão de Sobral,2016,11,8,10,-2,18,1477.111111111111
2303204,01,Cariri,2016,11,8,9,-1,17,973.3529411764706
2303303,02,Centro Sul,2016,11,12,2,10,14,1040.142857142857
2303402,08,Serra da Ibiapaba,2016,11,0,10,-10,10,880.0
2303501,03,Grande Fortaleza,2016,11,112,116,-4,228,1009.0526315789474
2303600,02,Centro Sul,2016,11,0,1,-1,1,880.0
2303709,03,Grande Fortaleza,2016,11,1062,886,176,1948,1288.447638603696
2303808,02,Centro Sul,2016,11,5,6,-1,11,866.8181818181819
2303907,05,Litoral Norte,2016,11,1,19,-18,20,889.35
2303931,09,Sertão Central,2016,11,1,1,0,2,944.5
2303956,03,Grande Fortaleza,2016,11,13,16,-3,29,1065.1724137931035
2304004,11,Sertão de Sobral,2016,11,3,1,2,4,950.5
2304103,12,Sertão dos Crateús,2016,11,70,283,-213,353,1014.1813031161472
2304202,01,Cariri,2016,11,268,343,-75,611,1017.643207855974
2304236,08,Serra da Ibiapaba,2016,11,0,3,-3,3,914.3333333333334
2304251,05,Litoral Norte,2016,11,14,22,-8,36,1192.5
2304269,09,Sertão Central,2016,11,0,1,-1,1,1320.0
2304285,03,Grande Fortaleza,2016,11,1015,1218,-203,2233,1235.6296462158532
2304301,01,Cariri,2016,11,4,3,1,7,948.5714285714286
2304350,11,Sertão de Sobral,2016,11,46,18,28,64,1032.296875
2304400,03,Grande Fortaleza,2016,11,19423,18342,1081,37765,1196.4690586521913
2304459,04,Litoral Leste,2016,11,4,7,-3,11,1050.7272727272727
2304509,11,Sertão de Sobral,2016,11,19,42,-23,61,1077.639344262295
2304608,06,Litoral Oeste / Vale do Curu,2016,11,1,2,-1,3,1214.0
2304657,11,Sertão de Sobral,2016,11,1,0,1,1,880.0
2304707,05,Litoral Norte,2016,11,44,591,-547,635,896.5385826771653
2304806,01,Cariri,2016,11,2,2,0,4,898.75
2304905,11,Sertão de Sobral,2016,11,0,6,-6,6,1109.6666666666667
2304954,03,Grande Fortaleza,2016,11,9,14,-5,23,1000.2608695652174
2305001,08,Serra da Ibiapaba,2016,11,24,23,1,47,912.6382978723404
2305100,07,Maciço do Baturité,2016,11,5,1,4,6,994.5
2305209,12,Sertão dos Crateús,2016,11,1,1,0,2,660.0
2305233,03,Grande Fortaleza,2016,11,243,354,-111,597,1083.6030150753768
2305266,09,Sertão Central,2016,11,4,3,1,7,916.2857142857144
2305308,08,Serra da Ibiapaba,2016,11,4,12,-8,16,955.625
2305332,09,Sertão Central,2016,11,2,12,-10,14,988.1428571428572
2305357,04,Litoral Leste,2016,11,131,137,-6,268,963.929104477612
2305407,02,Centro Sul,2016,11,46,37,9,83,941.0240963855422
2305506,02,Centro Sul,2016,11,252,340,-88,592,1018.1317567567568
2305605,12,Sertão dos Crateús,2016,11,10,13,-3,23,1254.304347826087
2305654,12,Sertão dos Crateús,2016,11,0,2,-2,2,1040.0
2305704,02,Centro Sul,2016,11,2,1,1,3,1173.3333333333333
2305803,08,Serra da Ibiapaba,2016,11,27,20,7,47,999.2553191489362
2305902,12,Sertão dos Crateús,2016,11,13,2,11,15,1115.6666666666667
2306009,14,Vale do Jaguaribe,2016,11,0,4,-4,4,1111.25
2306108,06,Litoral Oeste / Vale do Curu,2016,11,24,21,3,45,1065.9555555555555
2306207,04,Litoral Leste,2016,11,1,2,-1,3,880.0
2306256,03,Grande Fortaleza,2016,11,79,91,-12,170,1409.4058823529413
2306306,06,Litoral Oeste / Vale do Curu,2016,11,66,148,-82,214,813.6448598130842
2306405,06,Litoral Oeste / Vale do Curu,2016,11,199,219,-20,418,972.3492822966508
2306504,07,Maciço do Baturité,2016,11,0,5,-5,5,1182.0
2306553,05,Litoral Norte,2016,11,15,36,-21,51,1000.1372549019608
2306603,10,Sertão de Canindé,2016,11,2,1,1,3,793.3333333333334
2306702,14,Vale do Jaguaribe,2016,11,3,4,-1,7,880.0
2306801,14,Vale do Jaguaribe,2016,11,5,10,-5,15,984.4
2306900,14,Vale do Jaguaribe,2016,11,14,20,-6,34,1074.029411764706
2307007,04,Litoral Leste,2016,11,28,46,-18,74,1208.581081081081
2307106,01,Cariri,2016,11,9,9,0,18,949.2777777777778
2307205,01,Cariri,2016,11,1,2,-1,3,1656.3333333333333
2307254,05,Litoral Norte,2016,11,134,115,19,249,1005.44578313253
2307304,01,Cariri,2016,11,1297,1209,88,2506,1030.2609736632082
2307403,02,Centro Sul,2016,11,3,14,-11,17,607.1764705882352
2307502,01,Cariri,2016,11,4,2,2,6,1118.5
2307601,14,Vale do Jaguaribe,2016,11,129,214,-85,343,1028.5189504373177
2307635,10,Sertão de Canindé,2016,11,2,2,0,4,796.75
2307650,03,Grande Fortaleza,2016,11,1442,1317,125,2759,1239.081188836535
2307700,03,Grande Fortaleza,2016,11,224,245,-21,469,1075.3027718550106
2307809,05,Litoral Norte,2016,11,62,68,-6,130,996.2076923076924
2307908,05,Litoral Norte,2016,11,2,2,0,4,925.0
2308005,11,Sertão de Sobral,2016,11,5,15,-10,20,1141.05
2308104,01,Cariri,2016,11,15,12,3,27,861.0
2308203,11,Sertão de Sobral,2016,11,1,3,-2,4,1418.25
2308302,01,Cariri,2016,11,7,32,-25,39,1285.5897435897436
2308351,09,Sertão Central,2016,11,2,2,0,4,880.0
2308377,06,Litoral Oeste / Vale do Curu,2016,11,2,0,2,2,1186.5
2308401,01,Cariri,2016,11,34,26,8,60,1010.2166666666668
2308500,09,Sertão Central,2016,11,11,13,-2,24,871.0416666666666
2308609,12,Sertão dos Crateús,2016,11,7,2,5,9,1176.6666666666667
2308708,14,Vale do Jaguaribe,2016,11,45,130,-85,175,1031.0514285714285
2308807,11,Sertão de Sobral,2016,11,0,1,-1,1,955.0
2308906,05,Litoral Norte,2016,11,0,5,-5,5,910.2
2309003,11,Sertão de Sobral,2016,11,3,2,1,5,736.0
2309102,07,Maciço do Baturité,2016,11,4,2,2,6,1022.5
2309201,01,Cariri,2016,11,19,16,3,35,1004.8285714285714
2309300,12,Sertão dos Crateús,2016,11,8,7,1,15,1244.7333333333331
2309409,12,Sertão dos Crateús,2016,11,1,6,-5,7,1246.857142857143
2309458,07,Maciço do Baturité,2016,11,12,3,9,15,1041.4
2309508,02,Centro Sul,2016,11,2,1,1,3,1015.0
2309607,03,Grande Fortaleza,2016,11,126,164,-38,290,1073.8862068965518
2309706,03,Grande Fortaleza,2016,11,134,123,11,257,1241.9338521400778
2309805,07,Maciço do Baturité,2016,11,0,5,-5,5,911.2
2310001,14,Vale do Jaguaribe,2016,11,1,18,-17,19,978.1052631578948
2310100,07,Maciço do Baturité,2016,11,14,15,-1,29,1081.448275862069
2310209,03,Grande Fortaleza,2016,11,37,72,-35,109,1345.9908256880733
2310258,03,Grande Fortaleza,2016,11,33,92,-59,125,1054.064
2310308,13,Sertão dos Inhamuns,2016,11,5,8,-3,13,1278.2307692307693
2310506,09,Sertão Central,2016,11,33,16,17,49,1091.591836734694
2310605,01,Cariri,2016,11,1,1,0,2,902.5
2310704,06,Litoral Oeste / Vale do Curu,2016,11,52,33,19,85,962.7647058823528
2310803,14,Vale do Jaguaribe,2016,11,64,28,36,92,930.4130434782608
2310852,03,Grande Fortaleza,2016,11,23,30,-7,53,1344.3584905660375
2310902,09,Sertão Central,2016,11,7,3,4,10,978.7
2310951,11,Sertão de Sobral,2016,11,0,1,-1,1,2649.0
2311108,01,Cariri,2016,11,6,0,6,6,1101.1666666666667
2311207,01,Cariri,2016,11,0,3,-3,3,747.0
2311231,14,Vale do Jaguaribe,2016,11,2,0,2,2,2199.5
2311264,13,Sertão dos Inhamuns,2016,11,2,0,2,2,952.0
2311306,09,Sertão Central,2016,11,110,103,7,213,1007.6854460093896
2311355,02,Centro Sul,2016,11,3,5,-2,8,884.375
2311405,09,Sertão Central,2016,11,112,106,6,218,1124.7752293577985
2311504,14,Vale do Jaguaribe,2016,11,40,238,-198,278,951.8812949640288
2311603,07,Maciço do Baturité,2016,11,25,14,11,39,922.8205128205128
2311702,11,Sertão de Sobral,2016,11,2,4,-2,6,862.5
2311801,14,Vale do Jaguaribe,2016,11,174,200,-26,374,979.4358288770052
2311959,01,Cariri,2016,11,3,0,3,3,1267.3333333333333
2312007,11,Sertão de Sobral,2016,11,7,16,-9,23,957.304347826087
2312106,01,Cariri,2016,11,1,2,-1,3,880.0
2312205,12,Sertão dos Crateús,2016,11,9,7,2,16,967.8125
2312304,08,Serra da Ibiapaba,2016,11,32,75,-43,107,940.8785046728972
2312403,03,Grande Fortaleza,2016,11,332,287,45,619,1742.2261712439415
2312502,14,Vale do Jaguaribe,2016,11,0,6,-6,6,1173.3333333333333
2312601,03,Grande Fortaleza,2016,11,6,3,3,9,882.8888888888889
2312700,09,Sertão Central,2016,11,56,38,18,94,932.2978723404256
2312809,11,Sertão de Sobral,2016,11,0,1,-1,1,921.0
2312908,11,Sertão de Sobral,2016,11,910,758,152,1668,1099.275179856115
2313005,09,Sertão Central,2016,11,10,38,-28,48,1014.2916666666666
2313104,14,Vale do Jaguaribe,2016,11,19,20,-1,39,1010.948717948718
2313203,12,Sertão dos Crateús,2016,11,1,4,-3,5,4001.0
2313252,01,Cariri,2016,11,1,0,1,1,880.0
2313302,13,Sertão dos Inhamuns,2016,11,22,29,-7,51,1071.5098039215686
2313351,06,Litoral Oeste / Vale do Curu,2016,11,1,2,-1,3,893.6666666666666
2313401,08,Serra da Ibiapaba,2016,11,147,192,-45,339,999.7669616519174
2313500,03,Grande Fortaleza,2016,11,69,53,16,122,1209.0081967213114
2313559,06,Litoral Oeste / Vale do Curu,2016,11,0,3,-3,3,880.0
2313609,08,Serra da Ibiapaba,2016,11,21,39,-18,60,1143.1333333333334
2313708,02,Centro Sul,2016,11,0,1,-1,1,905.0
2313757,06,Litoral Oeste / Vale do Curu,2016,11,2,7,-5,9,1026.6666666666667
2313807,06,Litoral Oeste / Vale do Curu,2016,11,3,8,-5,11,908.2727272727273
2313906,05,Litoral Norte,2016,11,3,146,-143,149,892.4563758389262
2313955,11,Sertão de Sobral,2016,11,0,13,-13,13,1024.2307692307693
2314003,01,Cariri,2016,11,21,43,-22,64,1185.046875
2314102,08,Serra da Ibiapaba,2016,11,11,90,-79,101,929.8118811881188
2300101,01,Cariri,2016,12,0,3,-3,3,907.3333333333334
2300150,07,Maciço do Baturité,2016,12,26,25,1,51,1350.3921568627452
2300200,05,Litoral Norte,2016,12,22,71,-49,93,1046.731182795699
2300309,02,Centro Sul,2016,12,12,13,-1,25,1402.56
2300507,11,Sertão de Sobral,2016,12,0,4,-4,4,1003.75
2300705,14,Vale do Jaguaribe,2016,12,4,20,-16,24,1013.125
2300754,06,Litoral Oeste / Vale do Curu,2016,12,7,15,-8,22,899.6818181818181
2300903,06,Litoral Oeste / Vale do Curu,2016,12,7,2,5,9,908.1111111111112
2301000,03,Grande Fortaleza,2016,12,523,376,147,899,1181.8075639599556
2301109,04,Litoral Leste,2016,12,130,278,-148,408,1088.9166666666667
2301208,07,Maciço do Baturité,2016,12,20,16,4,36,1472.0277777777778
2301257,12,Sertão dos Crateús,2016,12,0,1,-1,1,880.0
2301307,01,Cariri,2016,12,4,0,4,4,880.0
2301406,07,Maciço do Baturité,2016,12,1,0,1,1,892.0
2301505,13,Sertão dos Inhamuns,2016,12,0,1,-1,1,2405.0
2301604,01,Cariri,2016,12,4,15,-11,19,1737.8947368421052
2301703,01,Cariri,2016,12,0,2,-2,2,10532.5
2301802,02,Centro Sul,2016,12,0,1,-1,1,925.0
2301851,09,Sertão Central,2016,12,0,7,-7,7,1247.7142857142858
2301901,01,Cariri,2016,12,58,262,-204,320,1012.6
2301950,07,Maciço do Baturité,2016,12,3,9,-6,12,1245.5
2302008,01,Cariri,2016,12,7,10,-3,17,1379.764705882353
2302057,05,Litoral Norte,2016,12,1,1,0,2,1039.0
2302107,07,Maciço do Baturité,2016,12,25,36,-11,61,972.0819672131148
2302206,04,Litoral Leste,2016,12,102,101,1,203,1297.0935960591132
2302305,05,Litoral Norte,2016,12,11,12,-1,23,1795.2608695652175
2302404,10,Sertão de Canindé,2016,12,7,14,-7,21,1670.904761904762
2302503,01,Cariri,2016,12,51,71,-20,122,1316.0
2302602,05,Litoral Norte,2016,12,44,293,-249,337,949.080118694362
2302701,01,Cariri,2016,12,1,17,-16,18,1151.2222222222222
2302800,10,Sertão de Canindé,2016,12,40,60,-20,100,963.71
2302909,07,Maciço do Baturité,2016,12,2,1,1,3,755.6666666666666
2303006,10,Sertão de Canindé,2016,12,10,4,6,14,959.0
2303105,11,Sertão de Sobral,2016,12,5,3,2,8,1468.25
2303204,01,Cariri,2016,12,1,4,-3,5,2171.2
2303303,02,Centro Sul,2016,12,28,3,25,31,1568.7096774193549
2303402,08,Serra da Ibiapaba,2016,12,1,14,-13,15,1285.4666666666667
2303501,03,Grande Fortaleza,2016,12,92,107,-15,199,1093.497487437186
2303600,02,Centro Sul,2016,12,0,1,-1,1,880.0
2303659,12,Sertão dos Crateús,2016,12,0,1,-1,1,900.0
2303709,03,Grande Fortaleza,2016,12,851,640,211,1491,1369.7987927565391
2303808,02,Centro Sul,2016,12,13,9,4,22,1277.409090909091
2303907,05,Litoral Norte,2016,12,0,9,-9,9,896.6666666666666
2303956,03,Grande Fortaleza,2016,12,7,7,0,14,1019.8571428571428
2304004,11,Sertão de Sobral,2016,12,1,3,-2,4,2428.0
2304103,12,Sertão dos Crateús,2016,12,22,52,-30,74,1263.0405405405406
2304202,01,Cariri,2016,12,237,284,-47,521,1119.1497120921306
2304236,08,Serra da Ibiapaba,2016,12,103,0,103,103,1248.3106796116506
2304251,05,Litoral Norte,2016,12,10,10,0,20,1130.4
2304269,09,Sertão Central,2016,12,0,1,-1,1,880.0
2304285,03,Grande Fortaleza,2016,12,737,898,-161,1635,1313.9186544342508
2304301,01,Cariri,2016,12,0,4,-4,4,900.0
2304350,11,Sertão de Sobral,2016,12,21,8,13,29,1522.8620689655172
2304400,03,Grande Fortaleza,2016,12,15081,17637,-2556,32718,1241.1933797909408
2304459,04,Litoral Leste,2016,12,11,7,4,18,1398.5555555555557
2304509,11,Sertão de Sobral,2016,12,21,29,-8,50,1239.78
2304608,06,Litoral Oeste / Vale do Curu,2016,12,1,2,-1,3,1110.3333333333333
2304707,05,Litoral Norte,2016,12,2,279,-277,281,913.747330960854
2304806,01,Cariri,2016,12,2,1,1,3,1255.0
2304954,03,Grande Fortaleza,2016,12,10,13,-3,23,1016.1304347826087
2305001,08,Serra da Ibiapaba,2016,12,14,17,-3,31,1134.9032258064517
2305100,07,Maciço do Baturité,2016,12,1,3,-2,4,894.25
2305209,12,Sertão dos Crateús,2016,12,2,5,-3,7,1254.428571428571
2305233,03,Grande Fortaleza,2016,12,169,231,-62,400,1119.33
2305266,09,Sertão Central,2016,12,2,0,2,2,880.0
2305308,08,Serra da Ibiapaba,2016,12,3,1,2,4,1173.0
2305332,09,Sertão Central,2016,12,1,2,-1,3,910.0
2305357,04,Litoral Leste,2016,12,58,240,-182,298,1106.989932885906
2305407,02,Centro Sul,2016,12,20,40,-20,60,1109.75
2305506,02,Centro Sul,2016,12,188,163,25,351,1107.025641025641
2305605,12,Sertão dos Crateús,2016,12,13,10,3,23,1189.391304347826
2305704,02,Centro Sul,2016,12,0,1,-1,1,880.0
2305803,08,Serra da Ibiapaba,2016,12,12,40,-28,52,1102.0
2305902,12,Sertão dos Crateús,2016,12,1,18,-17,19,1356.4736842105262
2306009,14,Vale do Jaguaribe,2016,12,1,1,0,2,1040.0
2306108,06,Litoral Oeste / Vale do Curu,2016,12,5,10,-5,15,973.3333333333334
2306207,04,Litoral Leste,2016,12,1,4,-3,5,911.0
2306256,03,Grande Fortaleza,2016,12,96,86,10,182,1414.6208791208792
2306306,06,Litoral Oeste / Vale do Curu,2016,12,19,61,-42,80,1069.9
2306405,06,Litoral Oeste / Vale do Curu,2016,12,84,217,-133,301,1085.8704318936875
2306504,07,Maciço do Baturité,2016,12,1,3,-2,4,1113.25
2306553,05,Litoral Norte,2016,12,9,56,-47,65,1022.0923076923076
2306603,10,Sertão de Canindé,2016,12,2,0,2,2,880.0
2306702,14,Vale do Jaguaribe,2016,12,2,4,-2,6,1126.0
2306801,14,Vale do Jaguaribe,2016,12,1,4,-3,5,1160.0
2306900,14,Vale do Jaguaribe,2016,12,19,39,-20,58,1147.4655172413793
2307007,04,Litoral Leste,2016,12,11,35,-24,46,1205.2391304347825
2307106,01,Cariri,2016,12,13,4,9,17,1733.6470588235295
2307205,01,Cariri,2016,12,1,1,0,2,902.5
2307254,05,Litoral Norte,2016,12,152,145,7,297,1034.090909090909
2307304,01,Cariri,2016,12,841,1216,-375,2057,1085.192513368984
2307403,02,Centro Sul,2016,12,7,5,2,12,750.9166666666666
2307502,01,Cariri,2016,12,0,6,-6,6,2987.0
2307601,14,Vale do Jaguaribe,2016,12,98,159,-61,257,1183.035019455253
2307635,10,Sertão de Canindé,2016,12,0,12,-12,12,801.4166666666666
2307650,03,Grande Fortaleza,2016,12,932,1250,-318,2182,1189.4051329055912
2307700,03,Grande Fortaleza,2016,12,104,143,-39,247,1174.7854251012143
2307809,05,Litoral Norte,2016,12,26,44,-18,70,1000.6142857142858
2307908,05,Litoral Norte,2016,12,0,1,-1,1,985.0
2308005,11,Sertão de Sobral,2016,12,3,8,-5,11,1632.8181818181818
2308104,01,Cariri,2016,12,15,36,-21,51,1154.450980392157
2308203,11,Sertão de Sobral,2016,12,1,0,1,1,955.0
2308302,01,Cariri,2016,12,7,9,-2,16,1101.5
2308351,09,Sertão Central,2016,12,2,0,2,2,880.0
2308377,06,Litoral Oeste / Vale do Curu,2016,12,0,1,-1,1,946.0
2308401,01,Cariri,2016,12,25,30,-5,55,1197.2181818181818
2308500,09,Sertão Central,2016,12,3,17,-14,20,1595.4
2308708,14,Vale do Jaguaribe,2016,12,42,309,-267,351,1023.2108262108262
2308906,05,Litoral Norte,2016,12,4,6,-2,10,1056.9
2309201,01,Cariri,2016,12,17,18,-1,35,1204.5142857142855
2309300,12,Sertão dos Crateús,2016,12,14,11,3,25,1493.68
2309458,07,Maciço do Baturité,2016,12,15,6,9,21,1092.6666666666667
2309508,02,Centro Sul,2016,12,2,1,1,3,1466.6666666666667
2309607,03,Grande Fortaleza,2016,12,151,142,9,293,1189.2730375426622
2309706,03,Grande Fortaleza,2016,12,118,94,24,212,1138.2216981132076
